transaction_id,user_id,transaction_date,transaction_amount,payment_method,transaction_type
Q2-TX-001496,849,04/28/2025,USD 281.53,DEBIT CARD,Add-on
Q2-TX-001497,185,20-04-2025,30.64,paypal, Upgrade
Q2-TX-001498,1276,04/26/2025,309.22,BANK TRANSFER,Subscription
Q2-TX-001499,73,02/05/2025,$-91.72, Bank Transfer ,refund
Q2-TX-001500,474,"Jun 21, 2025",USD 95.60, Credit Card ,upgrade
Q2-TX-001501,600,"Apr 12, 2025",305.97,credit card,subscription
Q2-TX-001502,1117,22 Jun 2025,$90,Credit Card,ADD-ON
Q2-TX-001503,1365,05/21/2025,USD 383.85,Debit Card,upgrade
Q2-TX-001504,438,03/04/2025,-174.12 USD, Credit Card,REFUND
Q2-TX-001505,703,04-04-2025,-140.59,Debit Card, Refund
Q2-TX-001506,280,03/06/2025,340.39, Credit Card ,UPGRADE
Q2-TX-001507,235,2025-05-10,209.20 USD,credit card,add-on
Q2-TX-001508,1243,05/02/2025,$227, PayPal , Upgrade
Q2-TX-001509,1272,2025-06-11,$80.96,BANK TRANSFER,Subscription
Q2-TX-001510,708,2025-06-17,$627, Credit Card,Upgrade
Q2-TX-001511,906,"May 17, 2025",-525.15, Credit Card,refund
Q2-TX-001512,951,15/05/2025,215.51, Debit Card , Upgrade 
Q2-TX-001513,64,2025-04-28,$157,BANK TRANSFER, Subscription 
Q2-TX-001514,1420,04/05/2025,$270,credit card,Upgrade 
Q2-TX-001515,845,01-04-2025,60.06 USD,debit card, Add-on 
Q2-TX-001516,980,2025-05-25,USD 250.97,PayPal, Subscription 
Q2-TX-001517,867,13 May 2025,,Bank Transfer, Subscription
Q2-TX-001518,1386,03/05/2025,166.40 USD, Debit Card,Subscription 
Q2-TX-001519,375,25 Jun 2025,-84.76,bank transfer,REFUND
Q2-TX-001520,478,10 Apr 2025,USD 310.72,Credit Card ,Subscription
Q2-TX-001521,317,06/29/2025,-134.78,CREDIT CARD,refund
Q2-TX-001522,464,"Jun 22, 2025",$-75.05, Debit Card ,Refund 
Q2-TX-001523,376,02-05-2025,USD -388.62,CREDIT CARD,REFUND
Q2-TX-001524,1330,2025-06-03,"$1,172.72",CREDIT CARD,Upgrade 
Q2-TX-001525,52,"Apr 27, 2025",$192, Credit Card , Subscription 
Q2-TX-001526,2,20-05-2025,-266.78, Debit Card ,Refund
Q2-TX-001527,224,07 Jun 2025,,Debit Card,Add-on
Q2-TX-001528,294,"May 16, 2025",$139.65,PAYPAL,Subscription
Q2-TX-001529,250,04/13/2025,$479,Credit Card ,ADD-ON
Q2-TX-001530,1170,23-05-2025,-297.39, Credit Card,refund
Q2-TX-001531,1479,03/06/2025,301.19, PayPal, Add-on
Q2-TX-001532,322,2025-06-16,$-127.69, Debit Card ,REFUND
Q2-TX-001533,894,06/05/2025,101.83,debit card,UPGRADE
Q2-TX-001534,537,2025-05-13,$536.61,paypal,Subscription 
Q2-TX-001535,285,26 Apr 2025,192.87 USD,PAYPAL,ADD-ON
Q2-TX-001536,1158,25-06-2025,286.96,debit card, Subscription 
Q2-TX-001537,486,05/18/2025,$109,CREDIT CARD,SUBSCRIPTION
Q2-TX-001538,624,26 Apr 2025,44.06, Debit Card,Add-on
Q2-TX-001539,603,"Apr 08, 2025",166.02,Bank Transfer , Add-on 
Q2-TX-001540,718,18 Apr 2025,543.79,bank transfer,upgrade
Q2-TX-001541,1114,12 Jun 2025,$270, Debit Card,Subscription 
Q2-TX-001542,254,30/06/2025,267.87, Credit Card,Subscription
Q2-TX-001543,1306,05/12/2025,157.76,DEBIT CARD, Add-on
Q2-TX-001544,1500,"May 11, 2025",$196, Debit Card,Add-on 
Q2-TX-001545,1212,05/30/2025,$-220,PAYPAL,Refund 
Q2-TX-001546,92,"Jun 25, 2025",244.01,PAYPAL,Upgrade 
Q2-TX-001547,1425,08/04/2025,77.67,PAYPAL,Add-on
Q2-TX-001548,1103,2025-04-23,$429,DEBIT CARD,Upgrade
Q2-TX-001549,483,07-06-2025,-302.09, PayPal, Refund
Q2-TX-001550,717,06/13/2025,$227,PayPal, Upgrade
Q2-TX-001551,1295,2025-04-03,348.00,credit card,SUBSCRIPTION
Q2-TX-001552,1307,"Apr 15, 2025",$396.50,Bank Transfer , Upgrade 
Q2-TX-001553,960,"Jun 15, 2025",348.06 USD, Credit Card,Add-on 
Q2-TX-001554,346,30/05/2025,$360.19,DEBIT CARD,upgrade
Q2-TX-001555,1039,26/05/2025,USD 139.85, PayPal ,Add-on 
Q2-TX-001556,1447,04/06/2025,USD -201.03,PayPal,REFUND
Q2-TX-001557,889,25/04/2025,384.55 USD,CREDIT CARD,Upgrade 
Q2-TX-001558,888,"May 07, 2025",$175,PAYPAL,subscription
Q2-TX-001559,1403,02-04-2025,$334,Debit Card , Subscription
Q2-TX-001560,463,24/04/2025,$131.75,bank transfer, Subscription 
Q2-TX-001561,704,2025-05-17,$119,paypal,Add-on
Q2-TX-001562,1024,27/06/2025,-246.47, PayPal ,refund
Q2-TX-001563,385,12/05/2025,474.25, Credit Card,subscription
Q2-TX-001564,1079,2025-06-02,$304, Bank Transfer, Subscription 
Q2-TX-001565,1226,16/06/2025,$-232,PayPal , Refund 
Q2-TX-001566,674,06-04-2025,302.17 USD,debit card,upgrade
Q2-TX-001567,321,"May 27, 2025",USD -263.23,DEBIT CARD,REFUND
Q2-TX-001568,1020,06/07/2025,,PAYPAL, Subscription 
Q2-TX-001569,824,05/04/2025,$180,debit card, Subscription 
Q2-TX-001570,1477,10-05-2025,USD 78.81,paypal, Add-on
Q2-TX-001571,531,"Jun 25, 2025",$269,CREDIT CARD,UPGRADE
Q2-TX-001572,158,04/25/2025,398.23 USD, Debit Card,subscription
Q2-TX-001573,941,22-05-2025,436.11,PayPal ,Add-on
Q2-TX-001574,640,13 May 2025,USD -170.08,BANK TRANSFER,Refund 
Q2-TX-001575,392,21 Jun 2025,115.24 USD, PayPal, Upgrade 
Q2-TX-001576,1211,2025-05-03,$280, PayPal,Subscription
Q2-TX-001577,707,2025-05-02,$74.47, Credit Card,Subscription
Q2-TX-001578,1097,"Apr 13, 2025",60.12, Credit Card,Upgrade 
Q2-TX-001579,887,"May 29, 2025",317.58, Bank Transfer,subscription
Q2-TX-001580,940,06/04/2025,228.48 USD,paypal,Subscription
Q2-TX-001581,1060,17-05-2025,-288.77,paypal,refund
Q2-TX-001582,900004,"Jun 09, 2025",70.08 USD,Credit Card ,SUBSCRIPTION
Q2-TX-001583,781,"May 08, 2025",582.15,PAYPAL,Add-on 
Q2-TX-001584,1363,24-04-2025,67.40, Debit Card , Upgrade 
Q2-TX-001585,6,29 Jun 2025,468.32,CREDIT CARD,subscription
Q2-TX-001586,1303,2025-04-15,$-474,CREDIT CARD,refund
Q2-TX-001587,152,08 Apr 2025,$380,Credit Card ,ADD-ON
Q2-TX-001588,292,2025-05-29,$-303,credit card,REFUND
Q2-TX-001589,841,"Apr 26, 2025",275.01 USD, Bank Transfer,SUBSCRIPTION
Q2-TX-001590,894,04/29/2025,USD 90.82, Debit Card , Upgrade
Q2-TX-001591,229,"Jun 29, 2025",$116.39,Credit Card,UPGRADE
Q2-TX-001592,601,21-04-2025,$-161,debit card, Refund 
Q2-TX-001593,1463,2025-06-02,USD -224.82,PAYPAL,Refund 
Q2-TX-001594,1106,28/04/2025,$167,Credit Card ,UPGRADE
Q2-TX-001595,572,02/06/2025,$188.04,Bank Transfer ,Add-on
Q2-TX-001596,124,"May 17, 2025",-90.50,PAYPAL, Refund
Q2-TX-001597,60,05/18/2025,503.44, Credit Card ,Add-on
Q2-TX-001598,357,05/05/2025,253.78 USD,Debit Card ,ADD-ON
Q2-TX-001599,1160,11/06/2025,$578, Bank Transfer ,SUBSCRIPTION
Q2-TX-001600,466,07 May 2025,72.78,debit card,Add-on 
Q2-TX-001601,909,"Apr 18, 2025",$-78,BANK TRANSFER,refund
Q2-TX-001602,754,"Apr 05, 2025",390.79,BANK TRANSFER, Upgrade
Q2-TX-001603,324,04/21/2025,157.77, Credit Card ,Upgrade 
Q2-TX-001604,425,30/05/2025,428.14,PAYPAL, Add-on 
Q2-TX-001605,1497,20/06/2025,$359.01,debit card,ADD-ON
Q2-TX-001606,1294,30 May 2025,-196.54 USD,bank transfer,REFUND
Q2-TX-001607,1342,11 Apr 2025,$100.07,Bank Transfer ,Upgrade 
Q2-TX-001608,854,22-05-2025,-106.17,Debit Card ,Refund
Q2-TX-001609,815,12/06/2025,USD -132.24,debit card,refund
Q2-TX-001610,316,06/05/2025,$-219,bank transfer, Refund 
Q2-TX-001611,389,04/01/2025,306.07 USD,BANK TRANSFER,upgrade
Q2-TX-001612,935,21/04/2025,102.84,Bank Transfer,Subscription
Q2-TX-001613,308,05 May 2025,-114.32 USD,paypal, Refund 
Q2-TX-001614,1291,2025-05-09,107.42,Bank Transfer , Upgrade 
Q2-TX-001615,1098,2025-06-10,774.89, Credit Card ,SUBSCRIPTION
Q2-TX-001616,1345,"Jun 23, 2025",$-147.71,PAYPAL, Refund
Q2-TX-001617,1114,06/23/2025,265.85,PAYPAL,Subscription 
Q2-TX-001618,450,"May 27, 2025",$374, Bank Transfer, Upgrade 
Q2-TX-001619,346,2025-06-25,$115.58,debit card,Add-on
Q2-TX-001620,1450,2025-05-17,$292.14,DEBIT CARD,subscription
Q2-TX-001621,810,27-06-2025,USD 290.12,bank transfer,Subscription 
Q2-TX-001622,980,19-06-2025,$-103,BANK TRANSFER,Refund
Q2-TX-001623,936,04/02/2025,148.09, Credit Card,SUBSCRIPTION
Q2-TX-001624,393,05/27/2025,$292.10,bank transfer, Subscription 
Q2-TX-001625,1175,"May 10, 2025",USD -185.55, PayPal ,Refund 
Q2-TX-001626,249,"May 16, 2025",-402.04, Debit Card,REFUND
Q2-TX-001627,1201,05/16/2025,$77,paypal, Add-on 
Q2-TX-001628,1255,2025-06-13,427.19,paypal,Subscription
Q2-TX-001629,689,08/06/2025,-195.42,Debit Card,refund
Q2-TX-001630,897,"Apr 21, 2025",-170.31 USD, Bank Transfer ,REFUND
Q2-TX-001631,919,2025-04-25,USD 311.52, Debit Card,ADD-ON
Q2-TX-001632,891,"May 31, 2025",177.81, Debit Card ,Subscription 
Q2-TX-001633,197,24-05-2025,229.57,Bank Transfer, Subscription
Q2-TX-001634,265,2025-06-03,353.54, Debit Card,add-on
Q2-TX-001635,308,19-06-2025,$261.12,paypal,Add-on
Q2-TX-001636,964,06/28/2025,USD 381.96, Debit Card ,subscription
Q2-TX-001637,778,06/17/2025,$164.66,Debit Card,UPGRADE
Q2-TX-001638,306,2025-04-17,263.96, Debit Card,ADD-ON
Q2-TX-001639,1474,13/04/2025,USD 520.74,paypal, Upgrade
Q2-TX-001640,1312,10 Apr 2025,61.43,Debit Card , Add-on
Q2-TX-001641,1462,"Apr 04, 2025",USD 273.62,bank transfer,add-on
Q2-TX-001642,216,14-05-2025,USD 338.52,Credit Card , Add-on 
Q2-TX-001643,1147,05/08/2025,489.56 USD,paypal, Subscription 
Q2-TX-001644,383,01 Jun 2025,USD 268.99,PayPal,Add-on 
Q2-TX-001645,217,"May 14, 2025",USD 293.07,PayPal, Upgrade 
Q2-TX-001646,1151,04/05/2025,-135.06 USD,DEBIT CARD,Refund 
Q2-TX-001647,900015,10 Apr 2025,$-442, Debit Card,Refund 
Q2-TX-001648,750,09 Jun 2025,315.53 USD,CREDIT CARD,subscription
Q2-TX-001649,546,2025-04-04,$131.03, Bank Transfer,Subscription 
Q2-TX-001650,818,05/14/2025,119.51 USD, Debit Card,SUBSCRIPTION
Q2-TX-001651,782,2025-06-12,-179.86 USD,Bank Transfer, Refund 
Q2-TX-001652,1445,19-05-2025,-219.83 USD,Credit Card, Refund
Q2-TX-001653,834,03 Apr 2025,$-203.37, Credit Card , Refund
Q2-TX-001654,173,2025-04-17,209.93 USD, Bank Transfer,add-on
Q2-TX-001655,206,07/04/2025,-177.00,Debit Card ,refund
Q2-TX-001656,1319,2025-05-13,$209,Bank Transfer, Subscription
Q2-TX-001657,926,29-06-2025,-389.57 USD,CREDIT CARD, Refund 
Q2-TX-001658,1061,2025-06-15,312.45 USD, Credit Card, Upgrade
Q2-TX-001659,769,2025-04-12,$69.80, Debit Card,ADD-ON
Q2-TX-001660,427,2025-05-03,-414.48,Bank Transfer , Refund 
Q2-TX-001661,1020,2025-04-25,$268.42, Credit Card , Add-on 
Q2-TX-001662,1066,"May 14, 2025",$101.29,CREDIT CARD,ADD-ON
Q2-TX-001663,124,28/05/2025,229.51 USD,bank transfer,Subscription 
Q2-TX-001664,887,04/04/2025,USD 130.35,DEBIT CARD, Add-on 
Q2-TX-001665,128,04/03/2025,130.72 USD, PayPal ,add-on
Q2-TX-001666,1444,08/05/2025,$-177, Debit Card ,refund
Q2-TX-001667,813,12-05-2025,412.39,PAYPAL, Upgrade 
Q2-TX-001668,1474,"Jun 24, 2025",30.77,Credit Card,subscription
Q2-TX-001669,340,"Jun 02, 2025",147.27,Credit Card,Add-on
Q2-TX-001670,223,"Jun 07, 2025",$-323.60,Debit Card,Refund 
Q2-TX-001671,567,2025-05-26,$698,bank transfer, Subscription
Q2-TX-001672,658,2025-05-08,905.23, PayPal ,add-on
Q2-TX-001673,1034,19-06-2025,181.77, Credit Card,subscription
Q2-TX-001674,946,04/16/2025,89.49 USD,Credit Card, Upgrade 
Q2-TX-001675,128,04/07/2025,$281.15,debit card,Add-on
Q2-TX-001676,193,04/07/2025,$313,bank transfer,SUBSCRIPTION
Q2-TX-001677,156,20/05/2025,$396.47,PayPal ,subscription
Q2-TX-001678,1365,28/04/2025,280.94,credit card,Add-on
Q2-TX-001679,518,2025-06-25,$-81.94, PayPal ,refund
Q2-TX-001680,330,06 Jun 2025,USD 34.57,DEBIT CARD,add-on
Q2-TX-001681,1200,04/07/2025,434.24 USD,Debit Card ,subscription
Q2-TX-001682,1189,04/04/2025,-364.82,bank transfer,REFUND
Q2-TX-001683,429,11 Jun 2025,104.87,CREDIT CARD,Subscription 
Q2-TX-001684,749,05/12/2025,USD 100.68, Credit Card ,add-on
Q2-TX-001685,141,18-05-2025,USD -602.15, Debit Card , Refund 
Q2-TX-001686,569,04-04-2025,399.07 USD,CREDIT CARD,SUBSCRIPTION
Q2-TX-001687,1425,"May 17, 2025",-178.25,CREDIT CARD, Refund 
Q2-TX-001688,587,20 Jun 2025,$118.83,Bank Transfer , Subscription 
Q2-TX-001689,1310,24-04-2025,USD -174.38,Bank Transfer,Refund
Q2-TX-001690,727,05/19/2025,147.56,PAYPAL,upgrade
Q2-TX-001691,135,"Apr 09, 2025",314.36 USD,Credit Card ,Upgrade 
Q2-TX-001692,526,20/06/2025,-250.71 USD,Debit Card ,Refund 
Q2-TX-001693,1029,2025-04-11,135.55,CREDIT CARD,UPGRADE
Q2-TX-001694,1244,08 May 2025,331.50 USD,Credit Card ,Add-on 
Q2-TX-001695,780,16 Apr 2025,USD 124.35, Debit Card ,ADD-ON
Q2-TX-001696,1237,"May 10, 2025",138.95,Credit Card, Add-on
Q2-TX-001697,95,"May 21, 2025",$-189,Debit Card ,Refund
Q2-TX-001698,1368,20-05-2025,-403.35,paypal,Refund
Q2-TX-001699,645,"May 21, 2025",-127.67,Debit Card ,Refund
Q2-TX-001700,1360,19/05/2025,359.35,bank transfer,Add-on 
Q2-TX-001701,494,04/28/2025,-599.26, Credit Card, Refund 
Q2-TX-001702,1291,"May 20, 2025",-153.21 USD, Debit Card ,Refund
Q2-TX-001703,190,02-04-2025,$378.42,PAYPAL,Subscription
Q2-TX-001704,1457,2025-05-19,-430.28,PayPal , Refund
Q2-TX-001705,720,05/13/2025,USD -954.48, PayPal , Refund 
Q2-TX-001706,523,03/04/2025,$290,DEBIT CARD, Add-on 
Q2-TX-001707,154,11 Apr 2025,USD 194.95,bank transfer,ADD-ON
Q2-TX-001708,215,"May 21, 2025",$519.66,PAYPAL,UPGRADE
Q2-TX-001709,1394,2025-04-19,-335.69, Bank Transfer ,REFUND
Q2-TX-001710,1007,17-04-2025,USD 318.74,credit card,Upgrade
Q2-TX-001711,72,29 May 2025,$295,Credit Card , Add-on 
Q2-TX-001712,1295,02-04-2025,$617.48,CREDIT CARD,Subscription
Q2-TX-001713,1425,07-04-2025,$148,bank transfer,upgrade
Q2-TX-001714,380,12/04/2025,382.18, Bank Transfer,Upgrade
Q2-TX-001715,96,"May 20, 2025",USD 295.71, Bank Transfer ,Add-on
Q2-TX-001716,1329,"Jun 19, 2025",$451,BANK TRANSFER, Add-on
Q2-TX-001717,1341,17 Jun 2025,141.31,BANK TRANSFER, Upgrade 
Q2-TX-001718,1141,06/06/2025,$88.60,paypal, Upgrade
Q2-TX-001719,717,2025-04-12,$616, Credit Card,UPGRADE
Q2-TX-001720,1387,22/05/2025,USD 56.79, Credit Card,add-on
Q2-TX-001721,1068,18/06/2025,132.61 USD,PAYPAL,add-on
Q2-TX-001722,849,04/04/2025,$70,PAYPAL, Upgrade
Q2-TX-001723,501,"May 09, 2025",$410,PAYPAL,Upgrade 
Q2-TX-001724,1475,"Apr 21, 2025",$107, Debit Card , Add-on 
Q2-TX-001725,241,06/26/2025,$273.05,debit card,Subscription 
Q2-TX-001726,1050,29 Jun 2025,,Debit Card,refund
Q2-TX-001727,900002,06/28/2025,83.66,CREDIT CARD,Subscription 
Q2-TX-001728,71,2025-05-20,-588.56,Credit Card ,REFUND
Q2-TX-001729,912,23/05/2025,334.72 USD,Debit Card ,Subscription 
Q2-TX-001730,845,27 May 2025,USD -169.86,Bank Transfer ,Refund
Q2-TX-001731,783,27 Jun 2025,$234.40,BANK TRANSFER,upgrade
Q2-TX-001732,862,"Apr 24, 2025",USD 85.83,BANK TRANSFER, Add-on
Q2-TX-001733,1056,"Apr 03, 2025",693.44, Bank Transfer ,Upgrade 
Q2-TX-001734,204,04/01/2025,128.97, Debit Card,subscription
Q2-TX-001735,507,"Jun 20, 2025",$359.81, PayPal,Upgrade 
Q2-TX-001736,34,"May 20, 2025",72.05,Credit Card,Add-on 
Q2-TX-001737,1108,"Jun 06, 2025",253.18,Bank Transfer ,Add-on
Q2-TX-001738,1333,06/17/2025,$298,debit card,upgrade
Q2-TX-001739,595,2025-06-11,213.90,Debit Card ,add-on
Q2-TX-001740,913,20/05/2025,USD 352.93,bank transfer, Upgrade
Q2-TX-001741,412,30/04/2025,172.95, Debit Card , Add-on 
Q2-TX-001742,761,19-04-2025,USD 133.43, Credit Card ,add-on
Q2-TX-001743,5,"Apr 02, 2025",$221.50, Bank Transfer,Upgrade 
Q2-TX-001744,1077,04/05/2025,89.93 USD, Bank Transfer,Upgrade
Q2-TX-001745,626,05/28/2025,92.44,credit card, Add-on 
Q2-TX-001746,65,06/04/2025,$129.64, Debit Card ,Add-on
Q2-TX-001747,579,07-06-2025,$533.64, Debit Card ,Subscription 
Q2-TX-001748,735,21-05-2025,201.30 USD,BANK TRANSFER,subscription
Q2-TX-001749,51,11-05-2025,$739.55,bank transfer, Add-on 
Q2-TX-001750,1434,31/05/2025,$190.73, Debit Card ,Upgrade
Q2-TX-001751,240,"May 31, 2025",134.36 USD,CREDIT CARD,Upgrade 
Q2-TX-001752,910,04/02/2025,$-573,PAYPAL, Refund 
Q2-TX-001753,900,21/05/2025,-129.59,Credit Card , Refund 
Q2-TX-001754,569,07-04-2025,186.22, Bank Transfer , Subscription 
Q2-TX-001755,1359,"Apr 09, 2025",USD -82.96, Debit Card, Refund
Q2-TX-001756,971,29-05-2025,471.73,Bank Transfer , Subscription 
Q2-TX-001757,870,25-06-2025,USD -208.31, Debit Card,Refund 
Q2-TX-001758,1438,14/04/2025,457.85,debit card, Add-on
Q2-TX-001759,469,02/05/2025,302.66,Credit Card ,Upgrade 
Q2-TX-001760,1244,2025-04-24,204.33,Bank Transfer , Subscription 
Q2-TX-001761,765,"Jun 17, 2025",$-272,Debit Card,Refund
Q2-TX-001762,112,2025-06-05,$503.75, PayPal,ADD-ON
Q2-TX-001763,1357,"May 10, 2025",232.04,PayPal,Subscription 
Q2-TX-001764,1302,13 May 2025,$188, Bank Transfer , Add-on
Q2-TX-001765,344,"Jun 22, 2025",41.93,Bank Transfer,ADD-ON
Q2-TX-001766,249,11 Jun 2025,$294,BANK TRANSFER,Add-on
Q2-TX-001767,1453,2025-06-23,209.35,PayPal,Add-on
Q2-TX-001768,484,2025-04-26,$552, Credit Card , Add-on
Q2-TX-001769,211,13/04/2025,$81.46, Bank Transfer,Upgrade 
Q2-TX-001770,1240,22 Apr 2025,-299.98,PayPal,Refund
Q2-TX-001771,279,"Apr 17, 2025",61.81 USD,Bank Transfer,Subscription
Q2-TX-001772,641,05/14/2025,$178,Debit Card , Subscription
Q2-TX-001773,604,27/04/2025,$-526.83, Debit Card, Refund 
Q2-TX-001774,171,30/04/2025,USD 520.44, Debit Card, Add-on 
Q2-TX-001775,1034,12-04-2025,290.84 USD,Bank Transfer, Upgrade
Q2-TX-001776,1289,06/23/2025,USD 293.46,CREDIT CARD,SUBSCRIPTION
Q2-TX-001777,1475,23 May 2025,USD 386.54,PayPal , Add-on
Q2-TX-001778,655,04/24/2025,209.80,BANK TRANSFER,upgrade
Q2-TX-001779,408,"May 18, 2025",193.37, Debit Card,add-on
Q2-TX-001780,1426,02-05-2025,83.31,Credit Card , Upgrade 
Q2-TX-001781,550,10 Apr 2025,,Credit Card,upgrade
Q2-TX-001782,1203,05/12/2025,USD 90.17,Debit Card , Upgrade 
Q2-TX-001783,1338,"Jun 18, 2025",167.80, Credit Card , Add-on 
Q2-TX-001784,389,"Jun 08, 2025",403.33,debit card,add-on
Q2-TX-001785,1113,"May 10, 2025",USD 278.45,Bank Transfer, Upgrade
Q2-TX-001786,256,08-04-2025,123.83, Debit Card , Subscription
Q2-TX-001787,91,13-04-2025,161.11 USD,Bank Transfer ,Add-on 
Q2-TX-001788,607,03 Jun 2025,USD -243.44,CREDIT CARD, Refund 
Q2-TX-001789,1148,04/28/2025,USD -321.32,Debit Card,refund
Q2-TX-001790,1080,2025-04-12,112.33 USD,Credit Card , Subscription 
Q2-TX-001791,722,2025-04-14,481.70,PayPal, Add-on 
Q2-TX-001792,340,14 Jun 2025,$224,Debit Card ,subscription
Q2-TX-001793,799,06 Jun 2025,$-110.47,BANK TRANSFER,refund
Q2-TX-001794,738,13 May 2025,USD 132.24, Bank Transfer ,Subscription
Q2-TX-001795,572,06 May 2025,468.11, Credit Card,Upgrade 
Q2-TX-001796,830,27 Jun 2025,USD 327.50,Debit Card,upgrade
Q2-TX-001797,810,20/05/2025,-413.39, Debit Card,refund
Q2-TX-001798,538,26-04-2025,USD -283.95, Bank Transfer ,refund
Q2-TX-001799,291,18-04-2025,-23.25,Credit Card,REFUND
Q2-TX-001800,341,2025-06-19,USD 114.66,credit card, Subscription 
Q2-TX-001801,608,"May 23, 2025",$476, PayPal , Add-on 
Q2-TX-001802,1395,05/17/2025,$103,debit card,Subscription
Q2-TX-001803,897,07 Jun 2025,$238,Debit Card,add-on
Q2-TX-001804,1363,29 Jun 2025,$80.51,BANK TRANSFER,add-on
Q2-TX-001805,66,02/04/2025,$-166.14, Credit Card , Refund 
Q2-TX-001806,1122,15/05/2025,USD 175.33, Credit Card ,add-on
Q2-TX-001807,1415,06/29/2025,99.29 USD,paypal, Subscription
Q2-TX-001808,816,04/26/2025,128.15,paypal, Add-on
Q2-TX-001809,126,2025-06-02,$262, Bank Transfer ,Subscription
Q2-TX-001810,1119,05/08/2025,$154,credit card,SUBSCRIPTION
Q2-TX-001811,271,01-05-2025,1088.81, Bank Transfer , Subscription
Q2-TX-001812,1496,18-05-2025,USD -339.40, PayPal, Refund 
Q2-TX-001813,817,01 Jun 2025,357.67,Debit Card,subscription
Q2-TX-001814,1172,19 Jun 2025,$-418, Debit Card , Refund 
Q2-TX-001815,402,12/06/2025,$293,BANK TRANSFER,ADD-ON
Q2-TX-001816,670,13 Jun 2025,135.70,DEBIT CARD, Add-on 
Q2-TX-001817,1157,04/10/2025,USD 355.15,Debit Card ,Add-on
Q2-TX-001818,541,12-04-2025,183.37,BANK TRANSFER, Subscription
Q2-TX-001819,1234,2025-06-03,USD 86.81,paypal,Subscription 
Q2-TX-001820,1365,"Apr 26, 2025",310.31 USD,Bank Transfer ,Subscription 
Q2-TX-001821,796,08/05/2025,USD -288.28,CREDIT CARD,Refund
Q2-TX-001822,1106,04/27/2025,USD -359.72, Bank Transfer,refund
Q2-TX-001823,758,06/07/2025,208.97 USD,Credit Card,ADD-ON
Q2-TX-001824,842,25/05/2025,-388.41,paypal, Refund
Q2-TX-001825,1293,04-05-2025,105.51,PayPal,Subscription 
Q2-TX-001826,47,09 Apr 2025,61.80,Debit Card ,UPGRADE
Q2-TX-001827,350,10/05/2025,238.01,PAYPAL,Upgrade
Q2-TX-001828,625,"Apr 11, 2025",$155, Debit Card, Upgrade 
Q2-TX-001829,325,29/06/2025,$121,DEBIT CARD,upgrade
Q2-TX-001830,238,06/04/2025,USD 189.91, Debit Card,Add-on 
Q2-TX-001831,512,13 May 2025,$324.48, Bank Transfer , Subscription 
Q2-TX-001832,652,2025-04-16,$19, Bank Transfer ,Subscription 
Q2-TX-001833,317,06/01/2025,-170.93,credit card, Refund 
Q2-TX-001834,1264,15/06/2025,$564,paypal,upgrade
Q2-TX-001835,232,04/05/2025,77.96,Credit Card,add-on
Q2-TX-001836,1104,28 May 2025,USD 147.44,DEBIT CARD,add-on
Q2-TX-001837,860,2025-05-10,461.41, Debit Card,upgrade
Q2-TX-001838,835,"Jun 08, 2025",199.71,PayPal,subscription
Q2-TX-001839,1095,04-04-2025,-257.96 USD, Debit Card ,Refund 
Q2-TX-001840,129,17/04/2025,$173.68, Credit Card,upgrade
Q2-TX-001841,1321,28/04/2025,$-485,bank transfer,REFUND
Q2-TX-001842,212,20 Jun 2025,140.33 USD, Credit Card,upgrade
Q2-TX-001843,720,21/06/2025,$233,Credit Card,Add-on 
Q2-TX-001844,938,2025-04-24,USD 365.29,Credit Card , Upgrade 
Q2-TX-001845,692,03 Apr 2025,124.00, Bank Transfer ,Add-on 
Q2-TX-001846,900013,16/04/2025,USD 72.92,Debit Card ,Add-on 
Q2-TX-001847,631,29/04/2025,-34.98,CREDIT CARD,refund
Q2-TX-001848,504,2025-04-29,323.84 USD,PAYPAL,Add-on 
Q2-TX-001849,893,2025-06-14,USD -97.27,DEBIT CARD, Refund
Q2-TX-001850,685,05/20/2025,289.21,Credit Card ,Upgrade
Q2-TX-001851,663,"Apr 18, 2025",USD 279.52,PayPal ,Subscription
Q2-TX-001852,1220,05 May 2025,$92, PayPal , Add-on
Q2-TX-001853,1385,04 Jun 2025,USD 246.21,PayPal, Upgrade
Q2-TX-001854,1343,04/02/2025,USD 686.30,Bank Transfer , Upgrade
Q2-TX-001855,157,2025-05-06,334.54,Debit Card , Subscription 
Q2-TX-001856,345,21 May 2025,1007.69, PayPal ,add-on
Q2-TX-001857,546,19 May 2025,USD 153.86,PAYPAL, Add-on
Q2-TX-001858,60,2025-05-27,254.98 USD,bank transfer,Add-on 
Q2-TX-001859,1474,03/06/2025,$118.41,paypal, Upgrade
Q2-TX-001860,272,09/04/2025,$566, Bank Transfer , Subscription
Q2-TX-001861,163,24/05/2025,USD 182.06,DEBIT CARD, Subscription
Q2-TX-001862,355,06/14/2025,90.25 USD,bank transfer, Upgrade 
Q2-TX-001863,1354,06/28/2025,USD 253.07,debit card, Upgrade 
Q2-TX-001864,998,18/06/2025,USD -147.25, Bank Transfer,REFUND
Q2-TX-001865,1064,06/15/2025,$284.73,debit card, Upgrade
Q2-TX-001866,1075,02/04/2025,$-204,PayPal,REFUND
Q2-TX-001867,900019,28-04-2025,338.53, Debit Card, Upgrade
Q2-TX-001868,1163,02 Apr 2025,-40.68,Bank Transfer , Refund
