ticket_id,user_id,opened_date,category,priority,resolution_hours,satisfaction,ticket_status
TCK-000369,702,01 Mar 2025,Security , Medium,23.4,3.0,Closed
TCK-000370,470,13 Jan 2025,billing,MEDIUM,20.9,5.0,open
TCK-000371,358,29-06-2025,account,high,26.7,,Closed
TCK-000372,1,2025-06-23,performance,Critical,7.7,1.0, Resolved 
TCK-000373,934,24-07-2025,Billing ,low,9.0,5.0,resolved
TCK-000374,74,06/29/2025,Feature Request ,Medium ,52.6,2.0,OPEN
TCK-000375,611,07/09/2025,account, Critical,39.7,4.0, Closed
TCK-000376,334,31-10-2025, Performance ,Critical,23.1,4.0,Pending 
TCK-000377,1304,2025-07-26,ACCOUNT,Low,6.6,4.0,pending
TCK-000378,1041,25/12/2025, Security, Critical ,18.3,3.0, Closed 
TCK-000379,483,03 Feb 2025,SECURITY,High ,12.7,4.0,PENDING
TCK-000380,1398,19 Sep 2025, Feature Request ,medium,18.6,,open
TCK-000381,1441,"Jan 07, 2025",Security,CRITICAL,15.2,3.0,RESOLVED
TCK-000382,782,06/14/2025, Technical ,Medium ,5.4,1.0,CLOSED
TCK-000383,1308,2025-04-10, Technical ,medium,15.5,3.0, Pending 
TCK-000384,796,06/30/2025,security,LOW,10.4,4.0,Pending
TCK-000385,311,13 Apr 2025,FEATURE REQUEST,high,2.3,4.0, Open
TCK-000386,1401,17 Feb 2025,Billing,HIGH,16.0,1.0, Pending
TCK-000387,228,"Jan 17, 2025",performance,MEDIUM,20.1,1.0,Resolved
TCK-000388,466,"Apr 30, 2025",Feature Request, Medium,9.4,4.0, Resolved
TCK-000389,1077,19-07-2025, Billing,HIGH,12.1,, Closed
TCK-000390,166,2025-04-06,Billing ,Medium,20.9,2.0,resolved
TCK-000391,1203,14 Apr 2025,BILLING,Medium ,19.7,5.0, Pending 
TCK-000392,1243,31 Aug 2025, Feature Request ,High,0.9,5.0,Pending 
TCK-000393,999,"Oct 18, 2025",Security, Critical ,24.2,3.0,RESOLVED
TCK-000394,1031,"Jun 22, 2025",Technical , Critical,4.7,1.0,PENDING
TCK-000395,1445,28-01-2025,BILLING, Low,4.5,, Open 
TCK-000396,1206,03 Nov 2025,Security , Critical ,31.3,2.0, Open
TCK-000397,1239,11/07/2025,Billing ,HIGH,15.8,1.0,OPEN
TCK-000398,645,2025-07-25,Security, Medium ,27.0,1.0,pending
TCK-000399,463,10 Apr 2025,Technical, High,13.4,2.0, Resolved 
TCK-000400,1111,04/02/2025,BILLING, Critical ,5.2,5.0,pending
TCK-000401,488,2025-03-09,Performance , High ,23.9,1.0,Closed
TCK-000402,800008,10/20/2025, Feature Request ,CRITICAL,14.3,4.0,Resolved 
TCK-000403,1310,30/07/2025, Security, Critical ,39.7,5.0,Pending 
TCK-000404,38,12/07/2025,Billing ,high,22.7,3.0, Pending
TCK-000405,326,"Feb 09, 2025",security, Medium ,12.8,4.0, Closed 
TCK-000406,373,30/06/2025,Billing,low,7.9,3.0, Closed 
TCK-000407,1412,2025-08-09, Security,CRITICAL,3.1,5.0, Resolved
TCK-000408,307,2025-02-01, Performance , Low,29.6,2.0,closed
TCK-000409,19,16 Nov 2025, Performance ,Critical,11.1,,Pending
TCK-000410,1341,"Jul 29, 2025",PERFORMANCE, High,7.5,1.0,open
TCK-000411,1247,07/10/2025,BILLING, Low,30.6,3.0,pending
TCK-000412,726,22-03-2025,feature request,Critical ,11.7,1.0,Resolved 
TCK-000413,9,24/07/2025,billing,CRITICAL,8.4,2.0, Pending
TCK-000414,1262,"Mar 15, 2025",billing,CRITICAL,14.5,5.0,Pending 
TCK-000415,751,07/12/2025,technical,critical,8.8,2.0,Open
TCK-000416,908,04/02/2025,FEATURE REQUEST,Critical,21.4,1.0,Pending
TCK-000417,1149,"Sep 24, 2025",Account ,LOW,27.8,,PENDING
TCK-000418,915,22/01/2025,BILLING, High,10.6,5.0, Pending
TCK-000419,337,"Apr 19, 2025",Billing , High ,3.4,,Open
TCK-000420,373,19/06/2025,Billing, Medium ,28.2,2.0, Open
TCK-000421,203,26 Jan 2025, Security,critical,18.5,1.0,Resolved
TCK-000422,1338,26 Jul 2025,TECHNICAL,Low ,12.0,3.0, Pending
TCK-000423,1269,10/23/2025, Feature Request ,MEDIUM,9.9,4.0, Resolved 
TCK-000424,330,11/03/2025, Security,High ,18.1,4.0, Pending
TCK-000425,537,08/05/2025,performance, Low ,27.8,4.0, Pending 
TCK-000426,855,27/11/2025,Performance ,medium,5.1,5.0,CLOSED
TCK-000427,1022,"Mar 05, 2025",Account ,Medium ,26.8,1.0, Open
TCK-000428,946,13 Feb 2025, Feature Request ,critical,22.1,2.0,Pending
TCK-000429,80,16/01/2025,Security , Critical ,1.8,4.0,Resolved 
TCK-000430,538,28/02/2025,billing,low,33.0,1.0,open
TCK-000431,194,30 Dec 2025, Billing,MEDIUM,9.2,3.0,Resolved 
TCK-000432,287,11/17/2025,Technical ,low,14.8,3.0,Resolved
TCK-000433,113,"Sep 05, 2025",Feature Request , Medium,8.1,, Resolved
TCK-000434,995,03 May 2025, Billing ,Medium,9.0,5.0,Resolved
TCK-000435,291,15/11/2025, Security, High ,22.5,2.0,Pending 
TCK-000436,1287,2025-05-18,SECURITY,LOW,11.0,5.0,Closed
TCK-000437,250,25/12/2025,Feature Request,MEDIUM,36.4,4.0,Open
TCK-000438,318,07-07-2025,Security ,high,37.8,2.0,Open 
TCK-000439,372,31 May 2025, Account, Medium,23.3,4.0,Open 
TCK-000440,277,15/08/2025,account,Medium ,3.2,5.0, Resolved 
TCK-000441,551,2025-08-08,Account ,high,20.4,1.0, Resolved 
TCK-000442,167,29/11/2025,Billing ,Low ,5.4,,Closed
TCK-000443,258,12/03/2025, Billing ,LOW,34.9,3.0, Open 
TCK-000444,928,2025-12-06,TECHNICAL, Low ,5.6,1.0,Open
TCK-000445,1493,31 May 2025,billing,Critical,21.5,2.0,resolved
TCK-000446,1329,"Aug 29, 2025", Technical, Critical ,23.0,1.0,Resolved 
TCK-000447,1403,18-04-2025, Technical,High,8.5,, Closed 
TCK-000448,1491,"Feb 28, 2025",Account,Critical ,26.2,4.0,RESOLVED
TCK-000449,792,2025-09-12, Performance ,HIGH,28.6,1.0, Closed
TCK-000450,433,2025-02-15,ACCOUNT,Medium,34.1,3.0, Resolved 
TCK-000451,774,04/06/2025,performance,Critical ,31.3,4.0,Resolved 
TCK-000452,1455,14-07-2025,Account , Low,11.7,1.0,Pending
TCK-000453,168,25-05-2025,Security ,MEDIUM,9.0,,RESOLVED
TCK-000454,1282,"Dec 26, 2025",Technical ,high,20.6,5.0,Resolved
TCK-000455,902,"Feb 08, 2025",account,critical,13.1,2.0,RESOLVED
TCK-000456,325,10-10-2025,Feature Request,Critical,13.8,3.0,Open
TCK-000457,1186,2025-05-17,PERFORMANCE,LOW,9.9,2.0,PENDING
TCK-000458,48,2025-08-18,Security ,Critical,26.9,3.0, Closed 
TCK-000459,451,2025-10-28,Billing ,High,3.7,2.0,resolved
TCK-000460,1117,12/10/2025,Performance,Critical,18.4,4.0,Resolved
TCK-000461,711,04-02-2025, Billing , Medium,14.5,2.0,RESOLVED
TCK-000462,81,01/24/2025,Feature Request,High,21.0,1.0, Resolved
TCK-000463,612,11/09/2025,Account,Critical,11.5,2.0, Closed
TCK-000464,268,19/11/2025, Security,Medium,6.9,5.0,Closed
TCK-000465,560,2025-06-25,Security,High,13.9,3.0,Pending
TCK-000466,102,2025-09-08,feature request, High ,4.7,5.0,resolved
TCK-000467,630,2025-03-25,Security , Critical ,16.1,2.0,Pending
TCK-000468,1068,02 Jul 2025,Security, High,27.8,2.0,CLOSED
TCK-000469,670,"Jun 30, 2025",Feature Request , Critical ,18.3,2.0,PENDING
TCK-000470,169,27-10-2025, Feature Request ,Medium,6.2,3.0, Closed
TCK-000471,364,12 Jul 2025,Technical , Low,11.4,2.0,Pending
TCK-000472,425,30/09/2025,security,HIGH,18.8,5.0, Open
TCK-000473,1405,25-01-2025,Account,HIGH,18.0,3.0,Resolved 
TCK-000474,1469,20-09-2025,Technical,HIGH,5.5,4.0,Open
TCK-000475,321,27 Oct 2025,Security ,Critical ,18.0,5.0,resolved
TCK-000476,381,"Nov 14, 2025",Billing,critical,13.9,2.0, Resolved
TCK-000477,355,"May 26, 2025", Account, Critical ,10.0,3.0, Closed
TCK-000478,304,07/04/2025,TECHNICAL,critical,19.1,2.0,closed
TCK-000479,284,15-12-2025,performance, Critical,19.2,2.0, Closed
TCK-000480,1323,2025-11-25,Technical,Medium,9.0,2.0, Open 
TCK-000481,102,03/26/2025,TECHNICAL,low,34.5,2.0,Resolved 
TCK-000482,710,03/05/2025, Feature Request,high,42.1,2.0, Closed
TCK-000483,321,"Jun 29, 2025", Performance ,High ,21.2,1.0, Closed 
TCK-000484,925,11-03-2025, Feature Request , Medium,19.4,1.0, Open
TCK-000485,59,12-06-2025, Performance ,MEDIUM,9.2,3.0,resolved
TCK-000486,1112,29-06-2025,BILLING,High,10.7,1.0,Pending
TCK-000487,1383,2025-04-19,account,Medium,5.6,4.0,pending
TCK-000488,364,06/08/2025,technical, Medium,9.0,3.0, Open
TCK-000489,78,10/25/2025,Security ,Medium,6.6,3.0,Pending
TCK-000490,595,2025-09-15,BILLING,low,23.3,3.0,CLOSED
TCK-000491,688,13/02/2025, Performance,Medium,2.6,5.0,Pending 
TCK-000492,430,09/11/2025,PERFORMANCE,MEDIUM,6.2,3.0,PENDING
TCK-000493,914,09-02-2025,Feature Request,Low ,8.2,5.0, Pending 
TCK-000494,58,02/07/2025, Account,Low,32.3,,CLOSED
TCK-000495,914,2025-01-23, Billing ,critical,5.4,1.0,resolved
TCK-000496,28,27/04/2025, Billing ,high,10.8,,open
TCK-000497,413,06/23/2025, Technical,critical,24.4,1.0,Closed 
TCK-000498,420,08/01/2025,security,medium,4.7,1.0,Resolved
TCK-000499,979,07/08/2025,Feature Request ,LOW,20.7,4.0,CLOSED
TCK-000500,744,20 Aug 2025,Account , Medium,6.2,3.0, Open 
TCK-000501,665,09/27/2025,Security,high,40.8,2.0,open
TCK-000502,1272,19 Mar 2025, Account , Medium ,39.8,,CLOSED
TCK-000503,274,20-03-2025, Feature Request,Low ,3.7,5.0,Resolved
TCK-000504,1395,04/04/2025,Technical,MEDIUM,30.3,5.0,Pending
TCK-000505,84,07/21/2025,Billing,Critical,5.0,4.0, Closed
TCK-000506,744,2025-01-06,Feature Request,Critical ,5.6,, Resolved 
TCK-000507,513,"Feb 26, 2025",Feature Request,High ,13.1,4.0,Closed
TCK-000508,668,"Dec 18, 2025",Account ,Critical ,4.1,1.0, Open
TCK-000509,550,"Jun 04, 2025", Performance , Critical ,28.9,4.0, Closed 
TCK-000510,8,10/16/2025,Account ,Critical ,1.6,1.0,Closed
TCK-000511,632,"Jul 28, 2025", Feature Request,Critical ,20.4,,pending
TCK-000512,962,"Jun 16, 2025", Billing, Medium ,9.7,1.0,Open 
TCK-000513,44,2025-11-01,Feature Request, Critical,22.4,1.0,Closed
TCK-000514,714,2025-02-04,FEATURE REQUEST,Critical ,10.6,,Resolved 
TCK-000515,317,15/05/2025, Performance , Low ,33.8,4.0,closed
TCK-000516,1455,28 Apr 2025,Feature Request,CRITICAL,7.3,,Closed 
TCK-000517,1327,20-02-2025,Billing , Medium,55.1,5.0, Pending 
TCK-000518,627,2025-10-25,Security ,CRITICAL,3.9,1.0,pending
TCK-000519,324,10/07/2025, Performance,MEDIUM,42.6,,pending
TCK-000520,766,10/09/2025,Account,low,12.6,3.0, Resolved 
TCK-000521,93,28 Jun 2025,Performance,Medium ,8.1,1.0, Closed 
TCK-000522,832,2025-02-22,SECURITY,Low,19.6,1.0,pending
TCK-000523,1235,"Apr 02, 2025",Account,CRITICAL,5.1,4.0,Pending
TCK-000524,1336,12/28/2025,technical,Low,17.5,5.0,resolved
TCK-000525,541,02/12/2025, Security , Medium ,20.7,1.0,Resolved
TCK-000526,773,09/13/2025,Performance , Low,12.8,1.0, Closed 
TCK-000527,97,2025-05-31,Technical ,LOW,5.7,, Resolved 
TCK-000528,345,02/20/2025, Performance , Low ,38.2,2.0,Resolved 
TCK-000529,945,04-07-2025,ACCOUNT,high,19.5,,open
TCK-000530,769,18-10-2025, Performance , Medium,13.2,, Resolved 
TCK-000531,1070,09 Jan 2025,billing,low,29.2,5.0,Closed 
TCK-000532,96,"Jul 04, 2025",Technical,Critical ,5.5,,open
TCK-000533,650,01 Feb 2025, Technical ,Low ,5.1,1.0,open
TCK-000534,1127,24-06-2025,Account, Low,17.8,4.0,Pending 
TCK-000535,744,09/06/2025, Technical,Low,34.0,4.0, Closed
TCK-000536,451,09/11/2025,performance,low,11.6,4.0, Pending
TCK-000537,496,17-01-2025, Account,critical,7.0,1.0, Closed 
TCK-000538,128,21-05-2025, Feature Request ,High ,27.2,1.0,closed
TCK-000539,993,08-04-2025,account,HIGH,8.7,5.0,Closed
TCK-000540,323,2025-11-13,Technical, Critical ,49.6,5.0,RESOLVED
TCK-000541,162,04-06-2025, Feature Request, Low ,9.0,3.0,Closed
TCK-000542,1296,"Mar 19, 2025",Security, Critical ,30.7,4.0, Closed 
TCK-000543,489,15-05-2025,Security,critical,10.0,,CLOSED
TCK-000544,1141,20-03-2025, Account,CRITICAL,3.9,3.0, Open 
TCK-000545,717,15-10-2025,technical,Medium,26.1,5.0, Open 
TCK-000546,673,04/04/2025, Performance,LOW,36.8,4.0, Pending
TCK-000547,521,"Apr 17, 2025", Billing,High,4.5,1.0, Resolved
TCK-000548,170,11/02/2025, Feature Request,high,25.0,4.0,closed
TCK-000549,743,25/03/2025,Technical,Medium ,12.1,2.0,closed
TCK-000550,175,19/07/2025, Security ,High,26.4,4.0,Open 
TCK-000551,641,"Sep 18, 2025",Billing,Medium ,27.8,1.0,Resolved
TCK-000552,15,2025-05-03, Security, Medium ,14.1,4.0,RESOLVED
TCK-000553,1265,04/06/2025,Technical , Critical ,11.0,1.0,OPEN
TCK-000554,950,27/11/2025,Account ,Low,10.6,1.0,RESOLVED
TCK-000555,1145,31 Dec 2025,Billing , Medium,15.9,5.0,open
TCK-000556,384,04/18/2025,security, Low ,47.6,4.0,PENDING
TCK-000557,801,07/10/2025, Security , Low ,6.0,4.0,Open
TCK-000558,156,07/07/2025,ACCOUNT,CRITICAL,15.5,5.0,Closed 
TCK-000559,1437,25/02/2025, Account ,high,8.9,4.0,pending
TCK-000560,110,03 Feb 2025, Security ,HIGH,17.4,3.0,PENDING
TCK-000561,550,13 May 2025,Feature Request,Critical ,19.8,2.0,PENDING
TCK-000562,834,24-07-2025,Feature Request, High ,0.9,5.0, Pending
TCK-000563,1072,"Jun 02, 2025", Security, Medium,6.6,, Pending 
TCK-000564,437,08 Oct 2025,TECHNICAL, Medium,4.1,3.0,Closed
TCK-000565,389,"Feb 02, 2025",billing,medium,7.2,2.0,Pending 
TCK-000566,881,04/28/2025, Billing , High ,4.8,, Pending
TCK-000567,758,2025-08-15, Account , Critical ,41.4,, Resolved 
TCK-000568,1083,2025-08-31, Billing, Critical,23.8,3.0,open
TCK-000569,550,2025-02-27, Billing , Low ,20.9,4.0,Resolved
TCK-000570,1481,"Jan 04, 2025",Technical, Critical ,16.1,2.0,open
TCK-000571,1185,09/06/2025, Security , Low,15.9,2.0,closed
TCK-000572,122,25-12-2025,FEATURE REQUEST, Low,18.9,4.0,CLOSED
TCK-000573,440,"Jul 28, 2025",Billing ,Critical,14.7,1.0,Open 
TCK-000574,452,"Jul 11, 2025",Performance , Medium,7.8,,Closed
TCK-000575,800,05 Apr 2025,BILLING, Low,25.1,5.0, Pending 
TCK-000576,1473,08/12/2025, Performance, High,55.8,5.0, Pending 
TCK-000577,1277,08/09/2025, Account , Low ,4.4,5.0,Resolved
TCK-000578,485,21 Feb 2025,Feature Request, Low ,11.0,,Pending
TCK-000579,1071,08 Aug 2025,Technical ,Medium,6.6,5.0,Open
TCK-000580,1209,22 Jun 2025,technical, Critical,15.1,,Closed 
TCK-000581,828,13/06/2025,Feature Request,Critical,24.3,, Pending 
TCK-000582,130,26-08-2025,account,LOW,36.8,3.0,open
TCK-000583,1119,01/05/2025, Security,Medium,21.5,1.0,Resolved 
TCK-000584,1318,2025-11-27, Account , High,8.1,,Pending 
TCK-000585,768,10/03/2025,SECURITY, Low,10.5,,Open 
TCK-000586,1146,01/09/2025,SECURITY,Critical,5.4,2.0,Resolved 
TCK-000587,1102,10/11/2025, Feature Request ,critical,28.2,,Resolved 
TCK-000588,1286,2025-01-08,Technical,Low ,1.3,, Resolved 
TCK-000589,540,01/07/2025, Performance , Low,0.8,2.0,Open 
TCK-000590,799,27-01-2025,Account , Low,22.9,3.0,PENDING
TCK-000591,1094,2025-11-07,Technical,MEDIUM,5.0,4.0,PENDING
TCK-000592,32,12/29/2025,TECHNICAL,high,42.5,1.0,RESOLVED
TCK-000593,570,08/27/2025,BILLING,medium,9.9,5.0,CLOSED
TCK-000594,1283,05 Jul 2025,Billing,Medium,12.3,5.0,pending
TCK-000595,298,17/04/2025,Feature Request ,high,5.8,4.0,PENDING
TCK-000596,305,03/07/2025, Account ,LOW,35.9,3.0,Open
TCK-000597,1176,29-03-2025,ACCOUNT,critical,11.7,, Closed
TCK-000598,519,08/01/2025,Feature Request,Critical ,2.6,,Pending
TCK-000599,486,2025-03-25, Security,HIGH,7.0,5.0,resolved
TCK-000600,1337,07/09/2025,billing, Medium ,19.4,,closed
TCK-000601,685,20 Jan 2025,Security, High,10.5,3.0,Pending
TCK-000602,282,06/30/2025, Account ,Critical,12.2,3.0,open
TCK-000603,1240,12 Oct 2025, Billing ,Critical,11.7,2.0,Open
TCK-000604,979,28/11/2025, Performance , Low,26.4,2.0,Open
TCK-000605,179,01/02/2025, Performance ,CRITICAL,3.8,,Closed
TCK-000606,660,22 Dec 2025,Performance , Medium,15.3,4.0,PENDING
TCK-000607,602,2025-08-18, Security ,low,18.0,2.0,Open
TCK-000608,1147,01/13/2025,PERFORMANCE,Low,10.5,,OPEN
TCK-000609,618,24 Apr 2025,Feature Request,High,10.0,,resolved
TCK-000610,727,"Nov 25, 2025",Billing ,High ,1.5,3.0,Closed 
TCK-000611,1125,08/01/2025,Billing ,Low ,16.0,4.0,PENDING
TCK-000612,43,2025-06-10,security, Low ,24.0,2.0,pending
TCK-000613,459,01/10/2025,FEATURE REQUEST, Critical ,5.6,2.0,Pending
TCK-000614,967,2025-05-23,account,MEDIUM,46.3,3.0,Open
TCK-000615,994,02/04/2025,Billing ,Low ,4.5,,closed
TCK-000616,1257,07/03/2025, Security,critical,11.5,,Pending 
TCK-000617,350,16-10-2025,Security, High ,21.3,5.0,open
TCK-000618,1327,31 May 2025,Technical,High ,12.5,2.0,open
TCK-000619,1439,2025-04-08, Performance, High ,22.9,5.0, Pending
TCK-000620,1287,09/23/2025,Security ,critical,13.4,5.0,Closed 
TCK-000621,869,2025-11-20,security,high,34.9,3.0,RESOLVED
TCK-000622,282,17/12/2025,Security ,High ,6.4,,Resolved
TCK-000623,1129,17/08/2025, Billing, High ,12.8,1.0,Pending
TCK-000624,697,10/09/2025,SECURITY, Low,7.5,5.0,resolved
TCK-000625,333,"Jul 30, 2025",account,Critical,26.8,3.0,resolved
TCK-000626,1499,"Jul 30, 2025",account,High ,20.4,,RESOLVED
TCK-000627,1491,15/07/2025,Account,Low ,7.6,1.0,Closed
TCK-000628,701,2025-10-12, Security ,LOW,69.4,5.0,Resolved 
TCK-000629,505,2025-06-19, Billing , Low ,17.6,4.0, Resolved
TCK-000630,283,28 Oct 2025,technical,Low ,11.9,, Pending 
TCK-000631,1032,2025-05-13, Performance , Low ,1.7,2.0, Open 
TCK-000632,819,19-04-2025,security,Critical ,7.9,5.0,Open
TCK-000633,670,02 Feb 2025,Technical, Critical,7.2,5.0,Resolved 
TCK-000634,939,10-12-2025,technical,Medium ,23.6,4.0,open
TCK-000635,569,2025-03-02, Performance ,medium,3.5,4.0,OPEN
TCK-000636,20,"Jun 27, 2025", Feature Request ,high,18.1,4.0, Open
TCK-000637,790,"Feb 01, 2025",PERFORMANCE, Medium,13.2,, Pending
TCK-000638,157,17 Nov 2025, Account, Low ,7.3,3.0,open
TCK-000639,528,"Jul 13, 2025", Account, High ,40.4,, Open 
TCK-000640,634,21/01/2025,Technical ,High ,8.3,, Closed
TCK-000641,111,12/24/2025,Security,Medium ,3.7,1.0, Closed 
TCK-000642,398,2025-08-19,Technical,MEDIUM,7.5,4.0,Pending 
TCK-000643,109,27/09/2025,Security ,High ,32.3,5.0, Closed
TCK-000644,623,06/23/2025,Account, Low,7.6,4.0,Resolved
TCK-000645,1444,2025-05-28,Billing,critical,4.1,5.0,OPEN
TCK-000646,1271,08/29/2025,Account ,critical,15.5,2.0,closed
TCK-000647,110,2025-08-30,Performance , High,31.1,4.0,Pending 
TCK-000648,617,"May 18, 2025", Account ,high,25.0,3.0, Pending
TCK-000649,41,06/06/2025, Technical,HIGH,47.5,4.0,Closed 
TCK-000650,1253,31-08-2025, Performance,Low ,8.3,, Pending 
TCK-000651,466,01 Apr 2025,ACCOUNT,High,21.0,4.0, Resolved 
TCK-000652,1299,2025-11-22,feature request, High,18.3,4.0,resolved
TCK-000653,682,"May 20, 2025",Performance ,CRITICAL,12.3,1.0,RESOLVED
TCK-000654,806,09 Apr 2025,Billing,Low ,12.8,5.0,CLOSED
TCK-000655,1212,"May 11, 2025", Account,Critical,2.5,,closed
TCK-000656,850,29/11/2025,Technical , High ,43.4,4.0,OPEN
TCK-000657,551,12/10/2025, Account, Low ,21.9,,Resolved 
TCK-000658,1053,25-12-2025,Account ,Low,9.4,3.0, Open
TCK-000659,1159,28-11-2025,performance,medium,16.6,1.0, Open 
TCK-000660,748,12/08/2025, Security ,Critical,7.1,3.0, Closed 
TCK-000661,729,"Oct 09, 2025",Technical, Medium ,12.6,1.0, Resolved 
TCK-000662,64,07/05/2025,billing,LOW,7.7,,resolved
TCK-000663,1333,"Jan 20, 2025",feature request, High ,16.4,1.0, Pending 
TCK-000664,1268,02/05/2025,ACCOUNT,low,99999.0,5.0,OPEN
TCK-000665,324,08/21/2025, Technical, Medium,19.7,5.0, Resolved 
TCK-000666,1293,10-08-2025, Technical,Medium ,9.2,5.0,open
TCK-000667,1232,2025-02-20,Performance , Critical,32.7,2.0,Closed 
TCK-000668,215,"Aug 15, 2025",Technical ,High,47.5,3.0,RESOLVED
TCK-000669,1062,2025-06-18, Billing,Medium,39.4,3.0, Pending
TCK-000670,1130,"Jan 04, 2025",security,low,10.0,5.0,resolved
TCK-000671,327,02/11/2025,security,Critical ,30.2,1.0, Open
TCK-000672,546,06-05-2025,TECHNICAL, Low,4.5,1.0,Resolved 
TCK-000673,702,03 Aug 2025,Technical ,Critical,9.3,3.0, Resolved
TCK-000674,1493,2025-10-29, Feature Request, High ,26.3,5.0, Pending 
TCK-000675,1330,30-09-2025,billing,Medium ,29.2,,Closed
TCK-000676,378,02-03-2025,BILLING,HIGH,37.3,3.0,Closed
TCK-000677,1363,07/02/2025, Feature Request , Low ,10.8,3.0, Resolved 
TCK-000678,983,2025-05-05,Feature Request,critical,5.4,1.0,RESOLVED
TCK-000679,583,02/28/2025,ACCOUNT,Low ,19.6,5.0,Open 
TCK-000680,1048,2025-08-14,technical, High,6.3,4.0,Closed
TCK-000681,986,21 Sep 2025,security, Critical ,5.7,3.0,Open
TCK-000682,1405,04/17/2025,Performance,Medium ,10.6,1.0,PENDING
TCK-000683,85,06 Jan 2025,Feature Request,Low,13.2,1.0,resolved
TCK-000684,1341,2025-09-16,performance,low,0.4,1.0,Pending 
TCK-000685,1314,10/05/2025,Billing,High,12.7,2.0,CLOSED
TCK-000686,795,01/07/2025,BILLING,HIGH,12.6,1.0,Pending
TCK-000687,675,"Apr 09, 2025",security,Medium,12.5,5.0,OPEN
TCK-000688,489,02-06-2025,Billing,MEDIUM,20.1,5.0, Open 
TCK-000689,1353,2025-04-23,Technical ,critical,31.6,, Closed
TCK-000690,406,03/25/2025,SECURITY, Critical,18.6,,closed
TCK-000691,720,07 May 2025,feature request,low,3.5,1.0,open
TCK-000692,20,26-09-2025,Account ,medium,19.4,4.0,Pending 
TCK-000693,994,2025-04-04,SECURITY,LOW,16.9,4.0, Resolved
TCK-000694,50,05/16/2025,FEATURE REQUEST, Medium,3.9,, Closed 
TCK-000695,1282,02 Jan 2025, Performance, Critical,2.0,,closed
TCK-000696,1209,"May 27, 2025",feature request,high,20.1,2.0,CLOSED
TCK-000697,180,05-12-2025,Account,HIGH,21.1,1.0,Closed 
TCK-000698,331,"Jan 05, 2025",Technical,Critical ,11.6,1.0,pending
TCK-000699,266,"Sep 21, 2025",PERFORMANCE,Critical,43.2,3.0,PENDING
TCK-000700,442,10-11-2025,billing,low,31.0,4.0, Pending
TCK-000701,1034,02/10/2025,Feature Request,Low ,2.1,3.0,Resolved
TCK-000702,913,02/08/2025, Feature Request,low,4.7,,CLOSED
TCK-000703,128,14-01-2025,ACCOUNT,Low,14.6,5.0,Closed 
TCK-000704,392,16-01-2025,Performance,LOW,45.2,1.0, Pending 
TCK-000705,485,2025-04-30, Account ,HIGH,10.6,2.0,Resolved 
TCK-000706,415,16 Oct 2025, Account,high,2.8,5.0,RESOLVED
TCK-000707,1051,"Oct 09, 2025",ACCOUNT, Low ,24.9,,closed
TCK-000708,529,2025-06-03,performance,MEDIUM,16.7,4.0,closed
TCK-000709,637,2025-08-04,BILLING, Low,7.5,, Closed
TCK-000710,788,05/04/2025,PERFORMANCE,High ,5.2,5.0,CLOSED
TCK-000711,256,24 Oct 2025, Billing, Critical,6.1,2.0,RESOLVED
TCK-000712,1,18/08/2025,performance, High ,13.9,1.0,open
TCK-000713,255,02 Sep 2025, Billing,Low ,11.9,2.0, Closed 
TCK-000714,402,02/08/2025, Billing ,High,9.3,3.0,resolved
TCK-000715,887,19/10/2025, Performance, Low,9.3,,open
TCK-000716,855,22-11-2025,BILLING,Critical ,17.9,,Open 
TCK-000717,535,07/09/2025,technical, High ,9.8,5.0,Closed
TCK-000718,219,"Mar 12, 2025",Security , High ,99999.0,2.0,OPEN
TCK-000719,721,11-08-2025,technical, Critical ,5.5,2.0,open
TCK-000720,873,05/18/2025,technical,high,11.8,5.0, Pending 
TCK-000721,194,"Jun 23, 2025", Security , Critical ,16.4,4.0,RESOLVED
TCK-000722,1031,25/11/2025,PERFORMANCE,low,11.0,, Pending 
TCK-000723,69,11/21/2025, Feature Request , Low ,41.8,3.0,Open 
TCK-000724,20,12-11-2025,Billing,High ,23.4,, Closed
TCK-000725,1375,"Apr 19, 2025", Feature Request ,Low,8.8,2.0,PENDING
TCK-000726,509,2025-11-13,feature request,Critical ,9.6,3.0, Open 
TCK-000727,684,06/02/2025,Technical ,Low ,13.0,2.0,Closed
TCK-000728,376,"Jan 15, 2025", Security , Critical,12.0,4.0, Resolved
TCK-000729,624,20-12-2025,security,High ,30.9,2.0, Closed 
TCK-000730,926,27-11-2025,performance, Low,5.0,4.0, Resolved 
TCK-000731,1243,27-08-2025, Feature Request,CRITICAL,24.7,1.0, Open
TCK-000732,1,07/12/2025,performance,high,14.1,,Open 
TCK-000733,325,"Jan 12, 2025",performance,CRITICAL,14.1,2.0,closed
TCK-000734,137,"Nov 06, 2025", Performance , Low ,35.0,,resolved
