subscription_id,user_id,plan,billing_cycle,start_date,end_date,monthly_fee,discount,status
SUB-000314,1246,Free,Monthly,10/26/2025,16/03/2026,USD 0.00, 20% ,Cancelled
SUB-000315,1270,Professional, Monthly,19-03-2025,,$158.15,5%,ACTIVE
SUB-000316,832,Professional, Quarterly,02/08/2025,24 Apr 2026,149.09,15.0%,Expired
SUB-000317,1169,Professional ,QUARTERLY,07/05/2025,,151.68,10%, Active
SUB-000318,884, Professional ,monthly,"Dec 17, 2025",,160.80, 5% ,Active
SUB-000319,620,professional, Quarterly,27/03/2025,,166.74,5%,Active
SUB-000320,606, Enterprise ,Quarterly ,21 Apr 2025,11/12/2025,773.48,5.0%,Cancelled
SUB-000321,1391, Professional , Annual,"Nov 22, 2025",21 Sep 2026,$147,0%, Expired 
SUB-000322,1276, Enterprise ,Monthly,24 Nov 2025,,$905,10 %,ACTIVE
SUB-000323,452,starter,QUARTERLY,03 May 2025,2026-01-23,51.19,10.0%,expired
SUB-000324,503,Starter, Monthly ,01/18/2025,28 Mar 2025,$46,5 %, Expired
SUB-000325,58, Professional , Annual,17 May 2025,,$159, 15% , Active
SUB-000326,678,BUSINESS,quarterly,10/28/2025,18/10/2026,343.16, 10% ,Cancelled 
SUB-000327,968,Enterprise , Quarterly,2025-07-21,,883.58,20.0%,ACTIVE
SUB-000328,260, Free ,Quarterly,"May 27, 2025",,0.00, 20% ,Active 
SUB-000329,180,BUSINESS,Monthly ,24-07-2025,,284.65, 10% , Active
SUB-000330,373,starter,monthly,01/07/2025,,USD 54.83,10%,ACTIVE
SUB-000331,372,Professional ,Quarterly ,27/01/2025,25/01/2026,153.69 USD,10 %,Paused
SUB-000332,617,Business , Quarterly,20/04/2025,06 Jan 2026,335.57,0.0%,Cancelled
SUB-000333,1395, Enterprise,Monthly ,10/01/2025,,784.98 USD,0.0%,Active
SUB-000334,163,PROFESSIONAL,ANNUAL,17/08/2025,,136.41 USD, 20% , Active 
SUB-000335,573,BUSINESS,MONTHLY,10 Aug 2025,02 May 2026,USD 304.68,20 %,Expired
SUB-000336,231, Professional,ANNUAL,25 Mar 2025,19/01/2026,144.15 USD,0 %, Expired
SUB-000337,928,starter, Quarterly,2025-07-24,2025-11-27,52.86,15%, Cancelled 
SUB-000338,96, Enterprise,Annual ,2025-12-25,,$910.28, 5% ,ACTIVE
SUB-000339,1330, Professional, Monthly ,19/01/2025,,USD 159.84,5.0%,Active
SUB-000340,634, Starter,Quarterly,"Dec 06, 2025",03/07/2026,54.96 USD,5%,expired
SUB-000341,816,Professional,annual,2025-12-22,,150.98 USD,5 %,Active 
SUB-000342,709,Professional , Monthly ,23/09/2025,"Nov 05, 2025",USD 162.84,5 %,cancelled
SUB-000343,705,starter,quarterly,12/11/2025,,54.43 USD,5 %,active
SUB-000344,1433,PROFESSIONAL,ANNUAL,05-11-2025,,USD 160.58,0.0%,ACTIVE
SUB-000345,462,Starter, Quarterly,07-08-2025,,$50.32,10%,Active 
SUB-000346,941,Free ,monthly,19/07/2025,,0.00,0%,Active
SUB-000347,29,professional,Monthly ,22 Jul 2025,,$160,20.0%, Active 
SUB-000348,184,Enterprise ,QUARTERLY,08-12-2025,21-05-2026,769.65 USD, 15% , Cancelled
SUB-000349,538,starter, Monthly ,"Apr 21, 2025",2025-08-01,USD 54.02,5%,Paused 
SUB-000350,599,starter, Monthly ,27 Jun 2025,,USD 55.74,20.0%,active
SUB-000351,725,professional,QUARTERLY,04 Apr 2025,2025-10-23,151.43,20.0%, Expired 
SUB-000352,1479,Professional,MONTHLY,04-02-2025,03 Dec 2025,160.21, 0% ,Expired
SUB-000353,484,FREE,Annual,11 Jun 2025,,$0, 20% ,active
SUB-000354,28, Business ,Monthly,"Apr 23, 2025",12/14/2025,USD 318.60,5 %,cancelled
SUB-000355,1170,BUSINESS, Quarterly ,12/03/2025,,310.00,0%,ACTIVE
SUB-000356,653,Starter, Monthly,31 Mar 2025,11/04/2025,$54.90,0%,Paused 
SUB-000357,1379,Starter , Quarterly ,20-05-2025,,$50,0.0%,Active 
SUB-000358,658,Professional,quarterly,2025-07-03,04/03/2026,136.38 USD,,expired
SUB-000359,1366, Free , Annual ,2025-11-30,,0.00 USD, 5% ,Active
SUB-000360,414, Professional,Annual ,"Aug 09, 2025",02 Apr 2026,159.21,20 %,Paused
SUB-000361,1160, Enterprise, Quarterly,21/04/2025,,$888.74,15.0%,active
SUB-000362,897, Professional ,Annual ,"Jan 15, 2025",,$139,10 %, Active 
SUB-000363,1116,professional,Monthly,"Nov 23, 2025",2026-05-30,USD 135.25,20 %,PAUSED
SUB-000364,633,STARTER,annual,11/12/2025,2026-12-02,55.55 USD,20%,cancelled
SUB-000365,248,PROFESSIONAL,QUARTERLY,"Jan 13, 2025",24 Aug 2025,139.60, 15% , Cancelled
SUB-000366,15, Business, Monthly,03/13/2025,,329.62,20 %, Active
SUB-000367,822,Starter, Quarterly,31/10/2025,,54.18, 10% , Active
SUB-000368,1415,enterprise,QUARTERLY,06/19/2025,,USD 860.66,15.0%, Active
SUB-000369,408,Free ,annual,17-07-2025,22-03-2026,$0.00,20%, Paused 
SUB-000370,1159,professional,Monthly,19 Oct 2025,05/01/2026,$159,5 %, Cancelled 
SUB-000371,17, Starter, Quarterly,26 Feb 2025,,54.99 USD,5 %,ACTIVE
SUB-000372,481,Enterprise ,Quarterly ,"Nov 11, 2025",,804.10,20 %,ACTIVE
SUB-000373,577,PROFESSIONAL,QUARTERLY,07 May 2025,,149.50 USD, 10% , Active 
SUB-000374,528,Business ,Quarterly ,10/11/2025,,$302,20.0%, Active 
SUB-000375,530, Starter,QUARTERLY,2025-05-26,,$45,10.0%,active
SUB-000376,460, Free , Quarterly,14 Sep 2025,,0.00 USD, 20% ,Active
SUB-000377,511, Starter ,monthly,2025-10-20,,54.75,0%, Active
SUB-000378,670,STARTER,ANNUAL,28-06-2025,,$56,15.0%,active
SUB-000379,77,STARTER, Monthly,2025-06-04,,51.27 USD,15.0%,Active 
SUB-000380,112,business, Monthly ,02-07-2025,,325.25,0 %,ACTIVE
SUB-000381,1083, Business , Quarterly ,08-04-2025,,$284.25,10 %,Active
SUB-000382,1175,professional,MONTHLY,14 May 2025,11/12/2025,158.97,20 %,cancelled
SUB-000383,174,FREE,annual,09/10/2025,,0.00,5.0%, Active 
SUB-000384,278,free,MONTHLY,10-04-2025,,0.00 USD,10%,Active
SUB-000385,617,Starter ,Quarterly,2025-10-24,,$54, 15% , Active 
SUB-000386,1450,Business,annual,24 May 2025,,$339.25,20 %, Active
SUB-000387,586,FREE,Quarterly,07/04/2025,21/08/2025,$0, 10% ,Paused
SUB-000388,335,STARTER,annual,09-11-2025,06/27/2026,USD 54.74,15.0%,paused
SUB-000389,412,Starter,monthly,11/16/2025,23-02-2026,$45,0%,cancelled
SUB-000390,419, Business, Monthly,12-01-2025,,$332.34,10%, Active 
SUB-000391,877,business, Quarterly,"Jan 06, 2025",,$315, 15% ,ACTIVE
SUB-000392,511,business,Monthly,2025-03-30,,297.54 USD,10.0%, Active 
SUB-000393,1192,professional,QUARTERLY,07 Sep 2025,,136.21 USD,0%,active
SUB-000394,1107, Starter, Monthly ,25/10/2025,09/01/2026,USD 52.40,0.0%,EXPIRED
SUB-000395,107, Business ,Monthly ,13-08-2025,22 Jan 2026,$293.63,15 %, Expired 
SUB-000396,1303,Professional ,quarterly,05/14/2025,,$151.52,20 %,ACTIVE
SUB-000397,1311, Professional ,annual,08/14/2025,,$159,15%,active
SUB-000398,319, Starter,Monthly ,10/27/2025,11 Jun 2026,55.27,10.0%,cancelled
SUB-000399,995,starter,Monthly,20/08/2025,,$54.21,0%,Active
SUB-000400,245, Professional ,Annual ,22-01-2025,,USD 150.88,10%, Active 
SUB-000401,152, Professional ,monthly,"Sep 06, 2025",,148.54 USD, 0% ,Active
SUB-000402,1204,ENTERPRISE, Annual ,2025-05-09,10-04-2026,$767.00,5.0%,cancelled
SUB-000403,292, Enterprise,quarterly,11/05/2025,,$793.49, 20% ,ACTIVE
SUB-000404,307, Starter ,QUARTERLY,"Apr 01, 2025",,USD 45.46,10 %,active
SUB-000405,400,business,MONTHLY,12/21/2025,,341.69,5 %,Active
SUB-000406,625,PROFESSIONAL,Annual,09/13/2025,,155.48,20%,active
SUB-000407,22, Business ,ANNUAL,2025-12-16,,$279, 20% ,active
SUB-000408,1397, Professional, Quarterly ,16 Nov 2025,07/07/2026,147.24 USD, 5% , Cancelled
SUB-000409,478,starter,QUARTERLY,"Sep 12, 2025",,50.80 USD,5%, Active
SUB-000410,165,business,Quarterly,05 Oct 2025,,308.93,20.0%,active
SUB-000411,1214,Starter,monthly,"Jun 15, 2025",11/03/2025,44.53,15 %,paused
SUB-000412,893,Starter , Annual ,03/20/2025,,USD 55.75,5.0%,Active
SUB-000413,884,Professional, Quarterly ,06 Dec 2025,,$144, 20% ,Active
SUB-000414,399,STARTER,Monthly ,"Apr 25, 2025",16/06/2025,USD 44.30,0.0%,Cancelled
SUB-000415,1316,FREE, Monthly ,02/18/2025,"Apr 28, 2025",USD 0.00,5%, Paused 
SUB-000416,763, Professional,QUARTERLY,2025-10-06,,$155.71,15%,Active 
SUB-000417,670,starter, Annual ,2025-01-30,,$45.79,10 %,active
SUB-000418,1168,enterprise,QUARTERLY,"Aug 15, 2025",,727.43,, Active 
SUB-000419,823, Starter, Quarterly ,09/06/2025,10/05/2026,48.75,0.0%,Cancelled
SUB-000420,1251,starter,Quarterly,03/16/2025,,USD 51.73,5%,Active
SUB-000421,583,STARTER, Quarterly ,30-09-2025,,$45,0%,Active
SUB-000422,965,Business ,Quarterly ,"Mar 20, 2025",02/14/2026,$293,15%, Expired 
SUB-000423,330,professional, Monthly,26-02-2025,26-04-2025,$149.66,0.0%, Cancelled 
SUB-000424,5,free,Quarterly ,11-04-2025,30/10/2025,$0.00,,CANCELLED
SUB-000425,1294,free,Monthly ,19 May 2025,,$0.00, 20% ,Active 
SUB-000426,1412,Starter ,Quarterly,2025-11-12,,45.14,20 %,Active 
SUB-000427,1429,Professional ,quarterly,"Aug 12, 2025","Dec 10, 2025",135.83,5.0%,paused
SUB-000428,991, Professional ,Annual ,12-02-2025,,153.46 USD,0 %, Active
SUB-000429,215,Starter,annual,06/06/2025,06 Jul 2025,$47,0.0%,paused
SUB-000430,463,BUSINESS,monthly,20-02-2025,14 Jul 2025,$276,20%,Cancelled 
SUB-000431,977, Starter, Annual,2025-12-25,,error,, Active
SUB-000432,1289,Business ,Annual,27 Mar 2025,,337.51,20.0%,Active
SUB-000433,1273,Starter , Annual ,2025-08-16,05/08/2026,$53,0 %,Paused 
SUB-000434,1093,professional, Annual ,21 Dec 2025,,$164.48,15.0%, Active 
SUB-000435,801,Professional ,ANNUAL,"Jul 24, 2025",,$166.58,5.0%,ACTIVE
SUB-000436,918,STARTER,ANNUAL,17/09/2025,,$56, 5% , Active 
SUB-000437,892,Professional ,Monthly,16-08-2025,07/08/2026,USD 162.53,5 %,cancelled
SUB-000438,1265,Professional ,Annual ,05-06-2025,,156.76,15%,Active 
SUB-000439,8,PROFESSIONAL,Annual ,08/23/2025,,USD 147.71, 15% , Active
SUB-000440,565,Free, Annual,10-04-2025,11/10/2025,0.00,20 %,Expired 
SUB-000441,1291,Starter, Quarterly,10/25/2025,,$53,20%,ACTIVE
SUB-000442,594,Starter,ANNUAL,27/03/2025,2025-11-13,$56.29,20.0%, Cancelled
SUB-000443,286,Enterprise ,Monthly,2025-07-23,,$812,20.0%,ACTIVE
SUB-000444,1095,Business,Quarterly ,"Sep 24, 2025",,$323,5.0%, Active 
SUB-000445,85,Starter ,Quarterly ,08 Dec 2025,08-05-2026,50.16,20%,Expired 
SUB-000446,712,PROFESSIONAL,Monthly,2025-01-08,,$150.19,15.0%,Active
SUB-000447,1392,Starter ,QUARTERLY,14 Dec 2025,,49.13 USD,20%,ACTIVE
SUB-000448,794,Starter , Annual ,05/14/2025,23-01-2026,50.28,5%,Cancelled 
SUB-000449,983,enterprise, Monthly,01 Dec 2025,,$792.39,15%,Active
SUB-000450,1293,business,QUARTERLY,07/10/2025,09/02/2025,325.07,0.0%,Expired 
SUB-000451,1220, Enterprise,Quarterly ,05-09-2025,,893.74,10.0%,ACTIVE
SUB-000452,80,Professional ,Monthly ,01-03-2025,,166.99,10.0%,ACTIVE
SUB-000453,872,BUSINESS,monthly,03/04/2025,,USD 286.12, 0% , Active
SUB-000454,61,STARTER, Quarterly ,09/03/2025,07/07/2026,$55,10.0%,Paused 
SUB-000455,896,Starter, Monthly,2025-04-29,,48.28 USD, 10% ,ACTIVE
SUB-000456,1493,Starter, Monthly ,27/03/2025,24-05-2025,47.89 USD,20.0%,Cancelled
SUB-000457,140, Enterprise, Quarterly,02/05/2025,21-04-2026,864.27,5.0%,Paused 
SUB-000458,710,professional,annual,"Dec 12, 2025",,USD 145.45, 10% ,active
SUB-000459,1396,Business,Monthly ,12/31/2025,25-08-2026,273.06,, Expired
SUB-000460,137,FREE,Monthly ,2025-09-28,05/01/2026,0.00,0 %,EXPIRED
SUB-000461,552,PROFESSIONAL, Quarterly,"Nov 23, 2025",,USD 160.97, 5% ,Active
SUB-000462,945,starter,ANNUAL,06/03/2025,"Feb 23, 2026",48.11 USD,20%,CANCELLED
SUB-000463,474,Professional ,annual,16-01-2025,,$157.55,0%, Active 
SUB-000464,412,Starter,Annual ,24-09-2025,"May 30, 2026",$52,,Paused 
SUB-000465,140,Professional,MONTHLY,"Sep 03, 2025",,161.43,5.0%,ACTIVE
SUB-000466,1402, Free,MONTHLY,04 Mar 2025,,0.00 USD, 10% , Active 
SUB-000467,464,Professional,ANNUAL,26-01-2025,,USD 150.21,20 %,active
SUB-000468,600, Starter, Quarterly ,12-09-2025,,46.14 USD,15 %,Active 
SUB-000469,134,Enterprise ,Monthly ,04/18/2025,14-03-2026,USD 782.81,5 %,EXPIRED
SUB-000470,700, Free ,Annual,2025-10-22,,$0.00, 0% , Active
SUB-000471,467,Professional, Annual ,2025-04-30,"Aug 21, 2025",$161,10 %, Expired 
SUB-000472,1070, Starter ,Quarterly ,"Mar 29, 2025",09/16/2025,$44,15 %,Cancelled 
SUB-000473,760, Professional , Annual ,"Jul 09, 2025",01/23/2026,$146,15.0%,Expired 
SUB-000474,228, Business ,Monthly ,02-04-2025,,USD 327.39,15%,active
SUB-000475,613,Professional, Monthly,2025-11-24,,159.09, 15% ,ACTIVE
SUB-000476,674,Business , Quarterly,"Apr 16, 2025",,$323.80,5%,active
SUB-000477,1488, Starter,Monthly ,2025-04-18,,$54.04,10.0%,Active 
SUB-000478,1007,Business,Monthly,21 May 2025,"Apr 11, 2026",USD 327.65,10.0%,Paused
SUB-000479,912, Professional, Monthly,"Jul 09, 2025",,159.51 USD,20.0%,ACTIVE
SUB-000480,184, Professional , Annual,10 Jun 2025,2025-07-20,USD 150.48, 20% ,cancelled
SUB-000481,260,Professional ,Monthly,2025-03-04,,170.74 USD,5.0%,Active 
SUB-000482,972, Starter , Annual,2025-06-11,,$51,5%, Active 
SUB-000483,1088,STARTER,ANNUAL,2025-02-21,13/04/2025,46.58,0.0%, Expired 
SUB-000484,945,starter, Monthly,25-06-2025,05/04/2026,47.69,,paused
SUB-000485,1414,starter,ANNUAL,03/11/2025,,$53,5%, Active 
SUB-000486,15,PROFESSIONAL, Annual ,06/14/2025,29-08-2025,USD 168.55,15.0%,Paused
SUB-000487,1333,Starter ,quarterly,07/12/2025,,46.29,15%,Active
SUB-000488,778,Starter ,quarterly,14-12-2025,,45.11,5.0%, Active
SUB-000489,58, Business,Annual,11/01/2025,,334.99 USD, 15% ,active
SUB-000490,1068,Free,Quarterly,2025-05-12,,$0,15 %,ACTIVE
SUB-000491,1300,BUSINESS,Quarterly,10/02/2025,2026-05-29,$289.76,10.0%, Expired 
SUB-000492,1148,professional, Monthly,09-09-2025,21/02/2026,148.15,0.0%,Paused 
SUB-000493,210,Starter ,Quarterly ,13/12/2025,,$52, 0% ,active
SUB-000494,45,PROFESSIONAL, Annual ,23 Jan 2025,,$146,15%,Active 
SUB-000495,356,STARTER,ANNUAL,05/23/2025,2026-02-09,USD 54.85,20.0%,PAUSED
SUB-000496,1102,BUSINESS,quarterly,2025-03-11,28 Nov 2025,277.14,0%,Expired
SUB-000497,786,Business ,Quarterly ,"Jan 18, 2025",,$271.94,5 %,active
SUB-000498,1124,professional, Annual,07/03/2025,29-11-2025,141.87,5%,PAUSED
SUB-000499,194,STARTER,monthly,"Nov 06, 2025",,USD 47.60,0 %,Active
SUB-000500,382,Professional,QUARTERLY,2025-03-10,,USD 138.31,5.0%,active
SUB-000501,175,professional,Annual,12/01/2025,,136.55,15%,Active
SUB-000502,116,Business,Quarterly ,20/12/2025,,325.58 USD, 10% ,ACTIVE
SUB-000503,492, Business ,Annual ,02/08/2025,,$281.38,15.0%,active
SUB-000504,568, Professional,quarterly,15 Jan 2025,,168.14, 20% ,Active 
SUB-000505,834,STARTER,monthly,11/07/2025,,48.61,15%,ACTIVE
SUB-000506,1422,Professional ,Monthly ,2025-03-30,,$159.08,0.0%,ACTIVE
SUB-000507,784, Professional,Monthly,19/12/2025,,$142,0 %, Active
SUB-000508,1423,PROFESSIONAL,monthly,19-03-2025,16-02-2026,USD 143.05,0.0%,Cancelled
SUB-000509,1170,PROFESSIONAL, Quarterly,06-10-2025,,$156, 0% ,Active
SUB-000510,123,Free,Monthly,11-03-2025,,0.00 USD,20 %,Active
SUB-000511,389,Business,Monthly,02/12/2025,,$327,,Active 
SUB-000512,85,business,Quarterly,2025-02-08,05/21/2025,325.75, 15% , Cancelled 
SUB-000513,835,Business, Quarterly,2025-02-26,,319.23, 20% ,ACTIVE
SUB-000514,502,professional,MONTHLY,26/04/2025,2025-08-01,USD 150.83,10 %,Cancelled
SUB-000515,296,starter, Monthly ,28 Oct 2025,,USD 55.01,0%,Active 
SUB-000516,557,Starter,quarterly,31 Aug 2025,11/08/2026,51.73, 15% ,EXPIRED
SUB-000517,194,Starter ,MONTHLY,29 Aug 2025,,$56,15%, Active 
SUB-000518,275,STARTER,Quarterly,21-12-2025,,$54.14,20.0%,Active
SUB-000519,218,Professional,monthly,13-06-2025,"May 06, 2026",135.75, 20% , Paused 
SUB-000520,1243,Business , Quarterly ,11-05-2025,,293.06 USD,, Active
SUB-000521,777, Enterprise,MONTHLY,2025-09-14,,$833,10.0%, Active
SUB-000522,1347, Professional,MONTHLY,"Oct 17, 2025",,$161,0.0%,Active
SUB-000523,896,starter, Monthly,"Jul 26, 2025",,USD 50.84,20.0%,active
SUB-000524,668,ENTERPRISE, Quarterly,2025-10-04,,$876,15.0%,Active
SUB-000525,459,professional,annual,30 Jul 2025,,$144.63,15.0%,Active
SUB-000526,341,STARTER,ANNUAL,2025-09-09,16/10/2025,46.35 USD,,Cancelled
SUB-000527,43, Free , Annual ,12-07-2025,,0.00,10.0%,Active 
SUB-000528,228,Professional,Monthly,09/22/2025,,$155.46,20 %,Active
SUB-000529,48,professional,monthly,16 Jul 2025,,159.75,5.0%, Active
SUB-000530,1192, Professional,Annual,"Aug 24, 2025",15 Oct 2025,146.25, 20% ,Cancelled 
SUB-000531,169, Enterprise,annual,2025-08-06,,$841.66,10%,Active 
SUB-000532,1208,Professional, Annual ,23/04/2025,,136.04,0%,Active
SUB-000533,1072,BUSINESS, Quarterly ,02/17/2025,02/12/2026,$277,20.0%,Cancelled 
SUB-000534,633,Starter,MONTHLY,07/04/2025,,52.70,0.0%,ACTIVE
SUB-000535,846,Professional ,Quarterly ,06/14/2025,,147.81, 20% , Active
SUB-000536,885,professional,ANNUAL,28 Jan 2025,,USD 159.11,20%,active
SUB-000537,1447, Business ,monthly,"Dec 19, 2025",,331.27, 5% ,Active
SUB-000538,306,Enterprise ,Quarterly,14-03-2025,,889.41, 10% ,active
SUB-000539,958,starter,quarterly,11/23/2025,31-05-2026,$46.21,15%,PAUSED
SUB-000540,179,Starter,Monthly ,2025-10-14,01 May 2026,50.06,20%, Paused 
SUB-000541,362, Business , Quarterly,2025-06-27,,$323.96,10%, Active
SUB-000542,1233,Starter,Monthly,16/05/2025,,$54,0.0%,Active 
SUB-000543,294,professional,Monthly ,15 Feb 2025,27 Jun 2025,163.33,5%,CANCELLED
SUB-000544,184, Starter, Annual ,16-05-2025,20-06-2025,46.90,10.0%, Paused 
SUB-000545,530,starter,annual,24-01-2025,24-01-2026,46.46 USD, 10% , Paused
SUB-000546,52, Starter, Monthly ,20 Jun 2025,,USD 51.33,10.0%, Active 
SUB-000547,634, Professional,Monthly,13-05-2025,,161.71,20.0%,active
SUB-000548,651, Business ,annual,14-12-2025,,292.96,15%,Active 
SUB-000549,803,business,ANNUAL,2025-07-18,"Nov 03, 2025",276.93,15 %,Paused 
SUB-000550,906,Professional, Quarterly ,16/11/2025,,$161,15%, Active 
SUB-000551,426,PROFESSIONAL,Monthly ,"Jul 31, 2025",18-05-2026,145.26,0.0%,paused
SUB-000552,482, Starter , Quarterly,18 Apr 2025,,46.14,10.0%,Active
SUB-000553,309,free,ANNUAL,08/10/2025,"Mar 10, 2026",0.00 USD,20%, Expired
SUB-000554,1352, Professional , Quarterly ,"Nov 26, 2025",15-02-2026,145.83 USD,0%,Expired 
SUB-000555,301,professional,MONTHLY,09 Dec 2025,,$156, 10% ,Active 
SUB-000556,1030,Business , Annual,"Feb 03, 2025",,$295.89,10 %, Active
SUB-000557,532,business,Monthly,27/06/2025,08/18/2025,270.64,0.0%, Expired 
SUB-000558,572,Free, Annual ,06-04-2025,,$0.00, 0% ,Active 
SUB-000559,1082, Professional,Monthly,2025-09-12,,144.92 USD,20.0%,Active
SUB-000560,1432,Starter ,Annual ,2025-08-17,,$52.18,20%,ACTIVE
SUB-000561,67,enterprise,Monthly,02 Jun 2025,30-08-2025,USD 738.78,15%,Paused 
SUB-000562,956, Business , Annual,01/08/2025,,311.01,0%, Active 
SUB-000563,1040,Starter ,ANNUAL,11/28/2025,,$45.57,15%,Active
SUB-000564,422, Enterprise ,Quarterly,2025-04-25,,761.37,5.0%,Active 
SUB-000565,1083, Professional,Quarterly ,2025-09-25,03 Jan 2026,140.51 USD,15 %,Cancelled
SUB-000566,851, Starter,monthly,10/10/2025,20/09/2026,USD 44.92,0 %,CANCELLED
SUB-000567,986,professional,Monthly,02-10-2025,,159.11,10%,Active
SUB-000568,373,BUSINESS, Annual,"Jan 08, 2025",2025-08-13,$303.74,20.0%, Cancelled 
SUB-000569,527, Professional,quarterly,10/04/2025,2025-08-27,165.06,5%, Cancelled
SUB-000570,1234,PROFESSIONAL, Quarterly,10 Oct 2025,,137.78,15%, Active
SUB-000571,907,professional,Quarterly ,02/03/2025,,USD 139.49,0.0%,Active
SUB-000572,660,Free,Monthly,28-07-2025,2026-03-13,0.00 USD,5.0%,EXPIRED
SUB-000573,96,enterprise, Annual ,25 Sep 2025,18 Mar 2026,$872.08,5.0%,Cancelled 
SUB-000574,281,Starter,QUARTERLY,2025-09-15,,USD 47.85,0 %,Active 
SUB-000575,153,BUSINESS,Quarterly,28-04-2025,,299.63, 0% , Active 
SUB-000576,1127,enterprise, Annual ,"May 29, 2025",,779.35,5.0%,ACTIVE
SUB-000577,1127,FREE, Monthly,16-06-2025,,0.00,0.0%, Active
SUB-000578,1036, Business,annual,"Aug 06, 2025",02/15/2026,339.32,0%,expired
SUB-000579,1119,business,quarterly,"Sep 10, 2025",,310.10,0 %,Active 
SUB-000580,202, Starter ,Quarterly ,21-03-2025,,53.75 USD,, Active 
SUB-000581,786,FREE, Quarterly,30-05-2025,,0.00,10.0%,Active
SUB-000582,734,Free , Monthly,2025-01-14,,0.00,0 %,ACTIVE
SUB-000583,1336,professional,Annual,28-04-2025,,137.44, 0% ,active
SUB-000584,1086,FREE,Monthly ,08/15/2025,,USD 0.00,0 %, Active 
SUB-000585,371, Professional, Monthly ,"Oct 16, 2025",,139.89,10.0%, Active
SUB-000586,381,PROFESSIONAL,quarterly,2025-01-24,,149.54,15 %, Active 
SUB-000587,424,starter, Monthly ,"Dec 28, 2025",,51.81,10 %, Active
SUB-000588,1417, Starter, Annual ,"Mar 06, 2025",,53.68,20%, Active
SUB-000589,1376,Professional , Quarterly ,22/09/2025,11/05/2026,$159.62, 20% ,PAUSED
SUB-000590,482, Starter,quarterly,"Jan 14, 2025",28-04-2025,USD 52.33,20%,CANCELLED
SUB-000591,1221, Business , Quarterly ,12 May 2025,09/17/2025,280.24,10 %,Cancelled
SUB-000592,971,professional, Quarterly,2025-09-13,"Feb 20, 2026",USD 146.99,10%,cancelled
SUB-000593,1080, Starter ,monthly,02-09-2025,,USD 44.63,15.0%,active
SUB-000594,123,Business,Monthly,26-11-2025,,322.88,0 %, Active
SUB-000595,1243,STARTER,quarterly,"Feb 24, 2025",,$56, 0% ,Active
SUB-000596,592,Starter,ANNUAL,26/07/2025,,$47.34,5 %,Active 
SUB-000597,17, Starter , Monthly,"Apr 06, 2025",,$45,5%,Active
SUB-000598,546,Starter, Quarterly,"May 18, 2025",,$49.93,0%, Active
SUB-000599,952,business, Monthly,2025-04-21,12/11/2025,USD 333.14,,Expired
SUB-000600,597,professional,MONTHLY,04/05/2025,,154.66,15.0%,Active
SUB-000601,903,Starter ,Quarterly,"Aug 16, 2025",,44.67 USD,5%, Active 
SUB-000602,815,Business , Quarterly ,"May 14, 2025",,$342, 10% ,Active
SUB-000603,1432, Professional ,annual,06-11-2025,,164.97 USD,15%,active
SUB-000604,1173,STARTER,Quarterly ,24-04-2025,,$45.71,0.0%, Active
SUB-000605,1472, Professional,quarterly,"Nov 27, 2025",,USD 168.44,,ACTIVE
SUB-000606,421,Professional, Quarterly,16 Nov 2025,2026-06-25,$151,20 %,CANCELLED
SUB-000607,6,Professional,Quarterly ,2025-07-06,30 Oct 2025,USD 147.95,0%,Cancelled 
SUB-000608,352,professional,Monthly ,2025-04-06,10/06/2025,151.27,10%,Cancelled 
SUB-000609,462,starter,Monthly,28/06/2025,10/11/2025,54.32,5%,Paused
SUB-000610,316,Business,Annual ,19 Jun 2025,,318.40 USD, 0% ,ACTIVE
SUB-000611,673,Business ,Annual ,"Jan 18, 2025",,$274, 15% , Active 
SUB-000612,427, Professional,monthly,"Apr 09, 2025",12-09-2025,169.77 USD,10%,Expired 
SUB-000613,55,starter,ANNUAL,10/03/2025,2026-01-03,45.91 USD,5%, Paused
SUB-000614,683,Business ,quarterly,2025-06-10,2026-05-13,324.83 USD,20.0%, Paused
SUB-000615,823,STARTER,quarterly,2025-08-24,,$51.89,10 %,active
SUB-000616,1220, Business,QUARTERLY,"Nov 25, 2025",,$283.12,5.0%,active
SUB-000617,811,professional, Annual ,28-04-2025,,140.46 USD,10 %,ACTIVE
SUB-000618,970,STARTER, Annual,2025-09-18,,54.76 USD,15%,Active 
SUB-000619,872,starter, Monthly ,14 Jan 2025,,$49, 20% ,ACTIVE
SUB-000620,282, Starter ,monthly,03/27/2025,10/24/2025,$52.12, 0% ,Cancelled
SUB-000621,555,STARTER,monthly,21 Feb 2025,,$50.27,0 %, Active
SUB-000622,1211,PROFESSIONAL, Monthly ,14 May 2025,,161.19,5.0%,active
SUB-000623,192,Professional,Monthly ,29/12/2025,31 Oct 2026,$151.95, 10% ,Expired 
SUB-000624,990,professional,quarterly,10/09/2025,,144.80 USD,20 %,ACTIVE
