transaction_id,user_id,transaction_date,transaction_amount,payment_type,transaction_type,currency
Q4-TX-000336,1256,17-11-2025,121.24,BANK TRANSFER,UPGRADE,USD
Q4-TX-000337,686,19-10-2025,165.44, Credit Card, Subscription ,US Dollar
Q4-TX-000338,1400,20-10-2025,189.02,CREDIT CARD, Add-on,USD
Q4-TX-000339,1133,02 Dec 2025,$197, Bank Transfer , Upgrade,USD
Q4-TX-000340,899,"Dec 09, 2025",USD -175.04,CREDIT CARD,Refund ,US Dollar
Q4-TX-000341,747,19-11-2025,USD 208.21,paypal,Upgrade,usd
Q4-TX-000342,361,01/10/2025,110.50, Credit Card ,add-on,USD
Q4-TX-000343,1328,06/10/2025,-393.08,Bank Transfer ,REFUND,usd
Q4-TX-000344,18,27/11/2025,317.07,Credit Card,upgrade,usd
Q4-TX-000345,869,03/11/2025,$359.34, PayPal,upgrade,usd
Q4-TX-000346,1063,08 Oct 2025,253.99,CREDIT CARD,UPGRADE,USD
Q4-TX-000347,261,20/12/2025,-401.52 USD, Debit Card, Refund,USD
Q4-TX-000348,446,10/21/2025,$-50, PayPal, Refund,US Dollar
Q4-TX-000349,1493,2025-11-18,73.17, Debit Card ,Add-on ,USD
Q4-TX-000350,940,2025-11-17,267.26,debit card,Add-on ,US Dollar
Q4-TX-000351,22,"Nov 03, 2025",244.50, Bank Transfer, Upgrade ,USD
Q4-TX-000352,849,06/12/2025,$140.01,Debit Card ,Subscription ,usd
Q4-TX-000353,1416,12/01/2025,337.99,PayPal ,upgrade,USD
Q4-TX-000354,1198,07 Nov 2025,$123.24,PayPal , Upgrade,usd
Q4-TX-000355,196,2025-12-25,USD 234.84,DEBIT CARD, Add-on,USD
Q4-TX-000356,701,03 Oct 2025,$423.92,CREDIT CARD,Subscription ,usd
Q4-TX-000357,243,10/10/2025,170.32, Debit Card,Upgrade,US Dollar
Q4-TX-000358,719,22 Oct 2025,-104.73, PayPal,refund,usd
Q4-TX-000359,821,01 Oct 2025,666.96 USD, Bank Transfer,UPGRADE,usd
Q4-TX-000360,276,03 Nov 2025,302.34,CREDIT CARD,Upgrade,USD
Q4-TX-000361,1359,14 Dec 2025,$-309.38,credit card, Refund,US Dollar
Q4-TX-000362,205,20/12/2025,$319.28,paypal,Add-on,USD
Q4-TX-000363,1491,09 Dec 2025,USD 113.24,Credit Card , Subscription,usd
Q4-TX-000364,412,12 Dec 2025,USD 329.38, Debit Card,SUBSCRIPTION,usd
Q4-TX-000365,314,"Dec 20, 2025",264.06 USD,Debit Card , Upgrade,usd
Q4-TX-000366,1349,12 Dec 2025,USD 551.55,Debit Card,upgrade,usd
Q4-TX-000367,210,2025-12-15,-290.62,debit card,Refund ,USD
Q4-TX-000368,113,24 Dec 2025,-138.67 USD,paypal,Refund ,USD
Q4-TX-000369,833,29/11/2025,$209.29, Debit Card ,add-on,USD
Q4-TX-000370,1357,11/26/2025,$31.71, Credit Card,Subscription ,US Dollar
Q4-TX-000371,1350,07/10/2025,$84, Credit Card , Subscription ,usd
Q4-TX-000372,986,26 Nov 2025,$-213.69, Credit Card, Refund,US Dollar
Q4-TX-000373,99,16 Oct 2025,175.93, Credit Card ,Subscription ,usd
Q4-TX-000374,409,"Nov 16, 2025",USD 475.72,PayPal ,ADD-ON,USD
Q4-TX-000375,199,14/12/2025,USD 671.76, PayPal , Add-on,usd
Q4-TX-000376,1415,05 Oct 2025,208.53,debit card,ADD-ON,usd
Q4-TX-000377,721,11/20/2025,215.86, PayPal ,ADD-ON,US Dollar
Q4-TX-000378,237,10/12/2025,USD 284.68,Debit Card ,ADD-ON,USD
Q4-TX-000379,1089,25 Oct 2025,464.16, Bank Transfer,UPGRADE,usd
Q4-TX-000380,1101,17-10-2025,$90.26,PayPal ,ADD-ON,USD
Q4-TX-000381,454,"Nov 03, 2025",173.32 USD,PayPal, Upgrade,US Dollar
Q4-TX-000382,1091,17/10/2025,$121, Debit Card ,Subscription,usd
Q4-TX-000383,1473,"Dec 16, 2025",-97.23 USD,Debit Card ,refund,usd
Q4-TX-000384,1087,28 Oct 2025,60.81,Credit Card,Add-on,usd
Q4-TX-000385,1308,11/04/2025,$182.02,BANK TRANSFER, Upgrade ,usd
Q4-TX-000386,848,12/12/2025,USD 875.60, Bank Transfer,Upgrade,USD
Q4-TX-000387,99,"Oct 17, 2025",33.56,PayPal,subscription,US Dollar
Q4-TX-000388,1292,06/10/2025,USD -187.41,Credit Card, Refund ,US Dollar
Q4-TX-000389,976,20/10/2025,592.70 USD,credit card,ADD-ON,usd
Q4-TX-000390,1176,"Nov 24, 2025",USD 101.99,Debit Card,UPGRADE,US Dollar
Q4-TX-000391,120,06/12/2025,-133.18 USD, Credit Card,Refund,US Dollar
Q4-TX-000392,318,17 Dec 2025,$249, Credit Card, Add-on ,USD
Q4-TX-000393,558,"Dec 16, 2025",,Bank Transfer, Add-on,USD
Q4-TX-000394,416,11/03/2025,106.64,PayPal ,Subscription ,USD
Q4-TX-000395,37,05 Nov 2025,783.95,Credit Card ,Add-on,USD
Q4-TX-000396,1017,11/27/2025,$397, Debit Card ,UPGRADE,usd
Q4-TX-000397,781,11/12/2025,USD 154.28,DEBIT CARD, Subscription ,USD
Q4-TX-000398,682,08-12-2025,$-224,PAYPAL, Refund,usd
Q4-TX-000399,257,"Nov 14, 2025",122.05,Credit Card,ADD-ON,US Dollar
Q4-TX-000400,1419,10/27/2025,USD 555.62, Credit Card ,Add-on,US Dollar
Q4-TX-000401,618,10/20/2025,$56,Debit Card,SUBSCRIPTION,USD
Q4-TX-000402,1305,09-10-2025,$-299.63,PayPal ,Refund ,usd
Q4-TX-000403,568,25/11/2025,849.39, Credit Card,upgrade,usd
Q4-TX-000404,895,18-12-2025,,PayPal,ADD-ON,usd
Q4-TX-000405,115,23-12-2025,-377.62,BANK TRANSFER, Refund ,US Dollar
Q4-TX-000406,1227,2025-11-14,101.19,Bank Transfer ,Upgrade,USD
Q4-TX-000407,867,11/14/2025,-374.18,debit card,Refund ,US Dollar
Q4-TX-000408,897,"Dec 25, 2025",USD -282.78,paypal,refund,usd
Q4-TX-000409,68,"Dec 06, 2025",251.51 USD,bank transfer, Add-on,US Dollar
Q4-TX-000410,260,25-10-2025,189.36, PayPal,Add-on ,USD
Q4-TX-000411,1132,"Nov 19, 2025",151.47, Bank Transfer,ADD-ON,USD
Q4-TX-000412,434,2025-12-10,,Bank Transfer,refund,USD
Q4-TX-000413,908,12/02/2025,USD 502.30, Debit Card, Upgrade ,usd
Q4-TX-000414,849,16/10/2025,USD 164.35, PayPal ,add-on,US Dollar
Q4-TX-000415,949,12/21/2025,$290.47,Debit Card,add-on,usd
Q4-TX-000416,546,01-10-2025,250.46,debit card, Upgrade ,USD
Q4-TX-000417,152,23/11/2025,$-364.02,Debit Card,REFUND,usd
Q4-TX-000418,117,04 Nov 2025,511.69,DEBIT CARD,subscription,USD
Q4-TX-000419,174,04 Dec 2025,$148,Debit Card ,UPGRADE,US Dollar
Q4-TX-000420,418,30/10/2025,$498.83,credit card, Upgrade ,USD
Q4-TX-000421,622,11/12/2025,$-233, PayPal,Refund,US Dollar
Q4-TX-000422,925,31 Oct 2025,121.50, PayPal,Subscription,US Dollar
Q4-TX-000423,722,07/12/2025,262.32 USD,Credit Card,add-on,USD
Q4-TX-000424,948,"Oct 27, 2025",USD -148.32,Credit Card ,refund,US Dollar
Q4-TX-000425,748,"Nov 28, 2025",$201.33,Bank Transfer,SUBSCRIPTION,US Dollar
Q4-TX-000426,195,"Dec 01, 2025",$264, PayPal,Upgrade,USD
Q4-TX-000427,1365,27-10-2025,241.98 USD,Bank Transfer , Upgrade,USD
Q4-TX-000428,653,23/12/2025,220.82,Bank Transfer ,Add-on,USD
Q4-TX-000429,820,"Oct 31, 2025",-406.64,PayPal, Refund ,usd
Q4-TX-000430,1399,2025-12-19,331.48, Debit Card , Subscription,USD
Q4-TX-000431,898,07/12/2025,$418.33,credit card,Upgrade,USD
Q4-TX-000432,103,10/14/2025,147.71 USD, Debit Card,ADD-ON,US Dollar
Q4-TX-000433,63,2025-12-20,$-147.70, Credit Card , Refund ,US Dollar
Q4-TX-000434,653,2025-10-13,-442.89, Bank Transfer, Refund ,US Dollar
Q4-TX-000435,1422,04-12-2025,USD 208.48, Bank Transfer , Subscription ,usd
Q4-TX-000436,1220,04-12-2025,295.10,PayPal,Upgrade,usd
Q4-TX-000437,1078,19/12/2025,147.69, Debit Card, Upgrade,USD
Q4-TX-000438,1368,"Dec 17, 2025",USD 206.26, Credit Card ,ADD-ON,US Dollar
Q4-TX-000439,536,05 Dec 2025,452.83, Bank Transfer,ADD-ON,US Dollar
Q4-TX-000440,1193,2025-12-12,USD 89.44, Bank Transfer , Upgrade,US Dollar
Q4-TX-000441,1254,10/11/2025,225.58,paypal, Upgrade,usd
Q4-TX-000442,1006,"Dec 20, 2025",-537.44,BANK TRANSFER, Refund ,USD
Q4-TX-000443,836,"Nov 13, 2025",-158.69 USD,DEBIT CARD,refund,usd
Q4-TX-000444,190,"Nov 13, 2025",$133, Credit Card ,Upgrade,US Dollar
Q4-TX-000445,285,24 Oct 2025,$124, PayPal,Add-on,usd
Q4-TX-000446,1235,10/26/2025,344.20,CREDIT CARD, Subscription,USD
Q4-TX-000447,426,11-10-2025,-298.47 USD, Debit Card, Refund ,USD
Q4-TX-000448,676,28-10-2025,$-304.95,Bank Transfer,refund,US Dollar
Q4-TX-000449,122,03-10-2025,484.84 USD, Debit Card , Add-on,usd
Q4-TX-000450,27,2025-11-18,165.12, Debit Card , Subscription,US Dollar
Q4-TX-000451,176,19/11/2025,303.46,Credit Card , Add-on ,US Dollar
Q4-TX-000452,1300,25 Oct 2025,316.73 USD,PayPal,add-on,USD
Q4-TX-000453,548,"Nov 30, 2025",255.65,PayPal ,Subscription,US Dollar
Q4-TX-000454,142,27/11/2025,, Bank Transfer , Upgrade ,US Dollar
Q4-TX-000455,496,2025-10-04,247.65 USD, Bank Transfer ,UPGRADE,USD
Q4-TX-000456,409,12/09/2025,-272.17,debit card, Refund ,usd
Q4-TX-000457,898,12/28/2025,USD 263.24,Bank Transfer,Subscription,usd
Q4-TX-000458,539,24 Nov 2025,USD -348.76,CREDIT CARD, Refund ,usd
Q4-TX-000459,698,06-12-2025,$-298,Credit Card,Refund,USD
Q4-TX-000460,1485,16/12/2025,-136.85 USD,debit card,refund,US Dollar
Q4-TX-000461,522,25-11-2025,433.62 USD,Debit Card,Upgrade,usd
Q4-TX-000462,174,06 Nov 2025,USD 138.19,PayPal ,ADD-ON,USD
Q4-TX-000463,354,2025-12-24,-347.63 USD,Debit Card ,refund,usd
Q4-TX-000464,903,11/19/2025,273.22,Debit Card,Subscription ,usd
Q4-TX-000465,785,18/10/2025,$-282.17,debit card,refund,usd
Q4-TX-000466,832,28/12/2025,, Credit Card ,ADD-ON,US Dollar
Q4-TX-000467,216,01-12-2025,USD 309.12, Debit Card,Add-on ,USD
Q4-TX-000468,406,2025-10-19,204.51,debit card, Upgrade,usd
Q4-TX-000469,16,09-10-2025,286.47,PAYPAL, Add-on,usd
Q4-TX-000470,5,"Dec 08, 2025",USD 151.48,Bank Transfer ,ADD-ON,USD
Q4-TX-000471,167,13-11-2025,USD 123.21,DEBIT CARD,add-on,USD
Q4-TX-000472,1392,26 Dec 2025,140.05,bank transfer,Subscription ,USD
Q4-TX-000473,605,18/10/2025,USD 317.63,DEBIT CARD,add-on,USD
Q4-TX-000474,1146,2025-12-08,USD 95.90, PayPal,Upgrade ,USD
Q4-TX-000475,1313,14-11-2025,102.89,Debit Card, Add-on,US Dollar
Q4-TX-000476,1268,"Nov 18, 2025",$215, Credit Card ,UPGRADE,USD
Q4-TX-000477,1132,2025-12-04,$-430.67,PayPal,Refund ,usd
Q4-TX-000478,847,26/12/2025,246.11, Credit Card ,upgrade,US Dollar
Q4-TX-000479,599,"Dec 22, 2025",204.74,Bank Transfer ,subscription,usd
Q4-TX-000480,1021,27-10-2025,$144, PayPal,ADD-ON,US Dollar
Q4-TX-000481,1228,15-12-2025,$62.02,PayPal ,Add-on ,USD
Q4-TX-000482,1322,27 Nov 2025,605.58,Debit Card , Add-on ,US Dollar
Q4-TX-000483,1179,24-10-2025,147.36 USD, Bank Transfer,SUBSCRIPTION,usd
Q4-TX-000484,315,2025-10-22,$-277.27,CREDIT CARD,refund,US Dollar
Q4-TX-000485,54,2025-11-21,$206.05,PayPal ,SUBSCRIPTION,US Dollar
Q4-TX-000486,322,"Dec 26, 2025",-547.38, Debit Card,Refund,USD
Q4-TX-000487,1221,2025-11-14,115.37 USD,DEBIT CARD, Add-on,usd
Q4-TX-000488,447,"Dec 27, 2025",-198.83,paypal,Refund,US Dollar
Q4-TX-000489,993,29/10/2025,-252.74 USD,debit card,Refund,usd
Q4-TX-000490,525,2025-10-25,70.27, PayPal,upgrade,US Dollar
Q4-TX-000491,1041,26/12/2025,$358,bank transfer, Add-on ,usd
Q4-TX-000492,867,04/11/2025,203.03,Bank Transfer,SUBSCRIPTION,usd
Q4-TX-000493,872,"Dec 10, 2025",,BANK TRANSFER, Subscription ,usd
Q4-TX-000494,1495,"Oct 18, 2025",, PayPal ,add-on,USD
Q4-TX-000495,1256,2025-11-17,$120, Bank Transfer ,upgrade,USD
Q4-TX-000496,193,11/11/2025,$-351.80,Credit Card , Refund,usd
Q4-TX-000497,600,07/11/2025,USD -144.39,Bank Transfer, Refund,usd
Q4-TX-000498,953,15-10-2025,369.40 USD,PAYPAL,Upgrade,USD
Q4-TX-000499,691,"Oct 29, 2025",, Bank Transfer , Add-on,US Dollar
Q4-TX-000500,884,31-12-2025,USD 272.52,Debit Card ,add-on,usd
Q4-TX-000501,779,22/12/2025,-333.09, Credit Card,Refund,usd
Q4-TX-000502,461,25 Nov 2025,189.49,bank transfer, Subscription,USD
Q4-TX-000503,1255,2025-11-21,USD 384.77,paypal, Upgrade,US Dollar
Q4-TX-000504,765,"Oct 20, 2025",$270, Debit Card, Upgrade ,usd
Q4-TX-000505,436,11/28/2025,347.00 USD,debit card,Add-on ,usd
Q4-TX-000506,1159,2025-11-07,$367.97, Debit Card,Upgrade ,usd
Q4-TX-000507,1358,2025-12-14,$560, PayPal,Subscription,usd
Q4-TX-000508,479,10/06/2025,$69, Credit Card,Add-on,USD
Q4-TX-000509,1261,10/17/2025,179.70,paypal,Subscription,US Dollar
Q4-TX-000510,1307,09-10-2025,-309.80 USD, Debit Card ,Refund,US Dollar
Q4-TX-000511,1415,"Nov 23, 2025",$81,Credit Card ,subscription,usd
Q4-TX-000512,1255,10/16/2025,178.05, Credit Card , Upgrade ,US Dollar
Q4-TX-000513,1487,23/11/2025,$226.37,DEBIT CARD,Upgrade,US Dollar
Q4-TX-000514,755,2025-11-12,93.63 USD,Bank Transfer , Subscription,US Dollar
Q4-TX-000515,1068,12/03/2025,387.64,CREDIT CARD,Add-on ,usd
Q4-TX-000516,414,12/18/2025,$-389.29,PayPal ,Refund ,US Dollar
Q4-TX-000517,414,2025-12-28,USD 52.19, PayPal , Upgrade ,US Dollar
Q4-TX-000518,1444,06/12/2025,USD 241.88,debit card,upgrade,usd
Q4-TX-000519,1331,12 Oct 2025,USD 144.60,DEBIT CARD,Upgrade ,USD
Q4-TX-000520,790,10/29/2025,323.57,PayPal,subscription,USD
Q4-TX-000521,263,12-11-2025,301.00,Bank Transfer , Subscription ,USD
Q4-TX-000522,900017,24 Oct 2025,176.23,bank transfer,Subscription ,USD
Q4-TX-000523,179,29-10-2025,-911.70, Bank Transfer , Refund,US Dollar
Q4-TX-000524,85,10/12/2025,403.02,Debit Card,Add-on ,usd
Q4-TX-000525,646,11/27/2025,USD 87.60,Credit Card,Upgrade,USD
Q4-TX-000526,284,02 Oct 2025,180.21, PayPal , Add-on ,usd
Q4-TX-000527,723,19 Nov 2025,-681.30,Debit Card ,Refund ,USD
Q4-TX-000528,1345,12-11-2025,176.74 USD,Bank Transfer ,subscription,US Dollar
Q4-TX-000529,1445,10-10-2025,USD 164.61, Bank Transfer, Subscription ,usd
Q4-TX-000530,380,04-10-2025,345.10,bank transfer,subscription,USD
Q4-TX-000531,241,10/06/2025,234.88,debit card, Subscription,US Dollar
Q4-TX-000532,670,29 Nov 2025,530.58,Debit Card, Subscription,US Dollar
Q4-TX-000533,934,2025-10-02,68.32,Debit Card ,SUBSCRIPTION,US Dollar
Q4-TX-000534,939,2025-11-19,430.25,Credit Card, Add-on,USD
Q4-TX-000535,965,10/02/2025,$659,Credit Card , Add-on ,usd
Q4-TX-000536,814,02/10/2025,$-359,credit card,REFUND,USD
Q4-TX-000537,1465,01/10/2025,$-756, Credit Card , Refund,US Dollar
Q4-TX-000538,714,16/11/2025,$402, PayPal,add-on,US Dollar
Q4-TX-000539,788,21-12-2025,,PayPal ,Add-on,USD
Q4-TX-000540,459,10/11/2025,$191,debit card, Upgrade ,usd
Q4-TX-000541,1351,08-10-2025,$290,Debit Card, Upgrade ,USD
Q4-TX-000542,138,11/12/2025,72.05 USD, Credit Card,SUBSCRIPTION,usd
Q4-TX-000543,826,08-12-2025,148.26,bank transfer,SUBSCRIPTION,usd
Q4-TX-000544,1270,29/10/2025,$169.80,Bank Transfer ,SUBSCRIPTION,USD
Q4-TX-000545,1317,"Dec 27, 2025",252.84,CREDIT CARD,Subscription,usd
Q4-TX-000546,641,"Nov 29, 2025",276.02, Debit Card ,UPGRADE,usd
Q4-TX-000547,1438,"Nov 15, 2025",197.14,PAYPAL,Add-on ,US Dollar
Q4-TX-000548,631,16 Oct 2025,69.31,Credit Card ,add-on,US Dollar
Q4-TX-000549,719,"Dec 21, 2025",-306.43, PayPal ,Refund,US Dollar
Q4-TX-000550,39,02/12/2025,640.16,BANK TRANSFER,Add-on,US Dollar
Q4-TX-000551,1339,"Oct 02, 2025",$615, PayPal,upgrade,usd
Q4-TX-000552,989,28/11/2025,843.11 USD,bank transfer,add-on,usd
Q4-TX-000553,1181,03 Nov 2025,USD 216.12,Debit Card , Upgrade ,US Dollar
Q4-TX-000554,664,10/16/2025,$-409.08, Bank Transfer, Refund ,USD
Q4-TX-000555,436,2025-10-14,$260.25, PayPal ,Upgrade,US Dollar
Q4-TX-000556,1387,2025-12-13,$110.11,DEBIT CARD,Subscription ,USD
Q4-TX-000557,100,27-10-2025,$336,BANK TRANSFER, Upgrade ,USD
Q4-TX-000558,239,2025-12-31,,bank transfer,SUBSCRIPTION,US Dollar
Q4-TX-000559,1032,12/26/2025,237.79,paypal,subscription,USD
Q4-TX-000560,1198,01 Oct 2025,435.74,PAYPAL,Subscription,USD
Q4-TX-000561,847,04-12-2025,USD 49.72,PAYPAL, Upgrade ,US Dollar
Q4-TX-000562,386,28-11-2025,58.77, Bank Transfer ,Upgrade ,usd
Q4-TX-000563,1080,18-10-2025,$123,DEBIT CARD, Subscription ,USD
Q4-TX-000564,550,11/29/2025,$147.98,PayPal ,upgrade,US Dollar
Q4-TX-000565,299,11/11/2025,$403.40, Credit Card , Upgrade,usd
Q4-TX-000566,454,"Oct 13, 2025",USD 626.29, Credit Card ,upgrade,usd
Q4-TX-000567,804,"Dec 13, 2025",$495, Bank Transfer ,Add-on ,usd
Q4-TX-000568,1246,17 Nov 2025,USD -141.31,CREDIT CARD, Refund ,usd
Q4-TX-000569,1052,2025-11-28,USD 69.38,PAYPAL,upgrade,usd
Q4-TX-000570,1480,"Oct 01, 2025",, Credit Card ,Subscription ,USD
Q4-TX-000571,626,03/11/2025,319.66,Bank Transfer,add-on,usd
Q4-TX-000572,1490,2025-12-10,USD 43.59, Debit Card, Add-on,USD
Q4-TX-000573,251,12 Dec 2025,$303.65,Debit Card,ADD-ON,US Dollar
Q4-TX-000574,1357,2025-10-03,$-566,CREDIT CARD,Refund,US Dollar
Q4-TX-000575,952,"Dec 09, 2025",712.62,Credit Card ,Add-on ,US Dollar
Q4-TX-000576,564,11/20/2025,198.94 USD,Credit Card, Subscription,usd
Q4-TX-000577,259,27 Nov 2025,USD -344.30,Debit Card , Refund,US Dollar
Q4-TX-000578,296,"Oct 29, 2025",USD 154.56,PayPal ,Upgrade ,USD
Q4-TX-000579,136,25/10/2025,118.44 USD,Debit Card,SUBSCRIPTION,USD
Q4-TX-000580,1342,10/20/2025,-371.12, PayPal , Refund ,usd
Q4-TX-000581,1396,18 Dec 2025,$-130.94,Debit Card,Refund,usd
Q4-TX-000582,553,2025-11-01,USD -207.84,Credit Card,Refund ,US Dollar
Q4-TX-000583,1232,"Oct 02, 2025",USD 51.58,debit card,UPGRADE,usd
Q4-TX-000584,1394,01 Dec 2025,USD 554.66,Credit Card,Subscription,usd
Q4-TX-000585,281,22/11/2025,$204,CREDIT CARD,Upgrade,US Dollar
Q4-TX-000586,481,13 Oct 2025,USD 700.15,credit card,Subscription ,usd
Q4-TX-000587,483,31 Oct 2025,, Bank Transfer,subscription,USD
Q4-TX-000588,845,19-10-2025,237.30,PayPal, Subscription,usd
Q4-TX-000589,1059,07/11/2025,$155.26, PayPal,Add-on ,US Dollar
Q4-TX-000590,616,2025-12-11,128.93,credit card, Add-on,USD
Q4-TX-000591,586,12/25/2025,USD 354.25, PayPal , Add-on,US Dollar
Q4-TX-000592,1316,05/10/2025,204.89, PayPal ,subscription,US Dollar
Q4-TX-000593,762,29/11/2025,373.38,PAYPAL, Add-on ,usd
Q4-TX-000594,1307,10/03/2025,$238, Credit Card ,UPGRADE,US Dollar
Q4-TX-000595,263,15 Oct 2025,328.96 USD,credit card,Upgrade,USD
Q4-TX-000596,499,22 Nov 2025,$394,debit card,Subscription,USD
Q4-TX-000597,204,"Oct 03, 2025",USD 188.16,Credit Card,Upgrade,USD
Q4-TX-000598,135,"Oct 15, 2025",$276.37, Bank Transfer ,add-on,USD
Q4-TX-000599,67,11/29/2025,$164, Debit Card,Upgrade,usd
Q4-TX-000600,286,2025-12-14,USD 204.03, Bank Transfer ,upgrade,US Dollar
Q4-TX-000601,149,10/27/2025,29.50 USD,Credit Card , Subscription,usd
Q4-TX-000602,478,30-11-2025,73.61 USD,BANK TRANSFER, Add-on,USD
Q4-TX-000603,340,31/12/2025,117.43 USD,bank transfer,subscription,usd
Q4-TX-000604,1098,04-12-2025,224.27,PayPal,UPGRADE,US Dollar
Q4-TX-000605,1404,25-10-2025,-55.32,DEBIT CARD,Refund ,US Dollar
Q4-TX-000606,1145,12/02/2025,, Bank Transfer,add-on,usd
Q4-TX-000607,918,31 Dec 2025,$165, Debit Card,Add-on,US Dollar
Q4-TX-000608,604,07 Oct 2025,$360,Debit Card ,Subscription ,USD
Q4-TX-000609,504,10/27/2025,USD 201.75,Debit Card ,subscription,usd
Q4-TX-000610,154,06/10/2025,$514.40,CREDIT CARD,subscription,US Dollar
Q4-TX-000611,1314,22-12-2025,-49.50 USD, Credit Card,refund,USD
Q4-TX-000612,1434,30 Dec 2025,178.37 USD,Credit Card, Upgrade ,usd
Q4-TX-000613,161,"Oct 01, 2025",$103, Credit Card, Upgrade ,US Dollar
Q4-TX-000614,1358,09/12/2025,293.07,PayPal , Subscription,US Dollar
Q4-TX-000615,1148,11/18/2025,118.39, PayPal ,subscription,USD
Q4-TX-000616,1202,29/10/2025,USD 78.30,paypal,Upgrade ,US Dollar
Q4-TX-000617,806,12/26/2025,423.96 USD,debit card, Upgrade ,usd
Q4-TX-000618,457,21 Oct 2025,USD -176.69,PayPal , Refund,USD
Q4-TX-000619,436,13-11-2025,218.40, Debit Card,Upgrade,usd
Q4-TX-000620,1437,2025-11-07,142.85 USD, Debit Card,Upgrade,USD
Q4-TX-000621,1413,10 Dec 2025,176.48, Credit Card, Subscription ,US Dollar
Q4-TX-000622,302,09 Nov 2025,$146.02,DEBIT CARD,subscription,USD
Q4-TX-000623,1037,17 Nov 2025,-289.91,Credit Card ,Refund,USD
Q4-TX-000624,316,03 Oct 2025,$-127.82,Debit Card,REFUND,usd
Q4-TX-000625,1066,"Nov 23, 2025",-142.25, PayPal ,REFUND,US Dollar
Q4-TX-000626,150,"Oct 17, 2025",222.62, PayPal , Add-on ,usd
Q4-TX-000627,1196,"Nov 01, 2025",$-305,paypal,Refund ,usd
Q4-TX-000628,1111,30/12/2025,USD 235.88,credit card, Upgrade,US Dollar
Q4-TX-000629,430,05 Dec 2025,418.12,Credit Card ,Add-on,USD
Q4-TX-000630,651,"Nov 09, 2025",-100.77,PAYPAL, Refund ,usd
Q4-TX-000631,72,11/12/2025,136.32,Bank Transfer,Upgrade ,USD
Q4-TX-000632,952,12/22/2025,USD 104.03, Bank Transfer , Add-on ,US Dollar
Q4-TX-000633,359,2025-11-10,$299.71,credit card,Upgrade,USD
Q4-TX-000634,612,18/11/2025,$60,PayPal ,add-on,US Dollar
Q4-TX-000635,596,15-10-2025,266.86, PayPal,subscription,US Dollar
Q4-TX-000636,1471,2025-12-29,$152,PayPal ,UPGRADE,USD
Q4-TX-000637,177,27 Dec 2025,309.09, Bank Transfer,SUBSCRIPTION,US Dollar
Q4-TX-000638,664,12/30/2025,$740.62,Credit Card,subscription,usd
Q4-TX-000639,123,11 Dec 2025,169.99 USD, Credit Card,Upgrade,usd
Q4-TX-000640,1489,13-11-2025,$246, Credit Card , Subscription,USD
Q4-TX-000641,387,11/06/2025,37.59,bank transfer,Subscription,usd
Q4-TX-000642,603,12/27/2025,184.83, Debit Card,Subscription,US Dollar
Q4-TX-000643,400,07/12/2025,USD 259.88,BANK TRANSFER,Subscription ,usd
Q4-TX-000644,1236,"Nov 02, 2025",$319.71,PAYPAL, Subscription,usd
Q4-TX-000645,420,23/12/2025,233.70 USD, Debit Card,subscription,USD
Q4-TX-000646,1123,08 Dec 2025,-129.70,Credit Card ,REFUND,US Dollar
Q4-TX-000647,1024,16 Nov 2025,$49.87,Bank Transfer,add-on,usd
Q4-TX-000648,707,03 Oct 2025,,Credit Card, Upgrade ,US Dollar
Q4-TX-000649,1057,19/11/2025,220.12, Debit Card ,ADD-ON,USD
Q4-TX-000650,1237,2025-11-21,$-161.72, Bank Transfer,Refund,usd
Q4-TX-000651,150,11-10-2025,-437.17 USD,Debit Card, Refund ,US Dollar
Q4-TX-000652,686,24 Oct 2025,USD 101.42, Bank Transfer , Upgrade ,usd
Q4-TX-000653,1079,2025-10-08,USD 161.06,PayPal,ADD-ON,USD
Q4-TX-000654,215,"Oct 26, 2025",102.72,Credit Card,ADD-ON,USD
Q4-TX-000655,1257,06-11-2025,USD 136.66, Credit Card ,Upgrade,US Dollar
Q4-TX-000656,262,19/12/2025,236.40, Credit Card ,Upgrade ,usd
Q4-TX-000657,480,26 Dec 2025,54.22,PayPal, Upgrade,usd
Q4-TX-000658,377,2025-10-04,$478,credit card,Subscription,US Dollar
Q4-TX-000659,1281,11/11/2025,282.05 USD,CREDIT CARD, Upgrade,USD
Q4-TX-000660,340,06 Nov 2025,112.25 USD,Credit Card, Subscription,USD
Q4-TX-000661,840,29 Oct 2025,292.39 USD,DEBIT CARD,SUBSCRIPTION,usd
Q4-TX-000662,1264,"Oct 20, 2025",162.18 USD, Credit Card,Add-on,US Dollar
Q4-TX-000663,750,2025-12-07,,Bank Transfer,Add-on ,usd
Q4-TX-000664,586,12/12/2025,568.66,Debit Card ,subscription,USD
Q4-TX-000665,430,08-12-2025,$499.28, Debit Card , Add-on ,USD
Q4-TX-000666,862,19 Oct 2025,-50.29 USD,PAYPAL,Refund ,USD
Q4-TX-000667,231,10/02/2025,154.75 USD,Credit Card ,Subscription,usd
Q4-TX-000668,608,24 Oct 2025,262.12,Bank Transfer , Add-on ,US Dollar
Q4-TX-000669,1487,13 Dec 2025,$-125.34,Bank Transfer,REFUND,usd
Q4-TX-000670,208,12/06/2025,USD 116.50, PayPal ,Add-on,US Dollar
Q4-TX-000671,501,02-10-2025,184.24,PayPal ,UPGRADE,usd
