interaction_id,user_id,campaign_id,interaction_date,interaction_type,converted
INT-0000427,365,CMP-0001,"Dec 22, 2025",Impression , No 
INT-0000428,168,CMP-0023,2025-03-31,Trial Signup,No
INT-0000429,607,CMP-0006,03/10/2025, Email Open ,NO
INT-0000430,308,CMP-0006,13 Oct 2025,Demo Request ,NO
INT-0000431,360,CMP-0002,03-09-2025,WEBSITE VISIT,NO
INT-0000432,493,CMP-0009,12/03/2025,Trial Signup , No 
INT-0000433,774,CMP-0017,06-02-2025, Trial Signup,No
INT-0000434,969,CMP-0005,24/10/2025,Trial Signup,No
INT-0000435,756,CMP-0015,2025-03-11,Email Open,No 
INT-0000436,466,CMP-0027,2025-12-01,IMPRESSION, No
INT-0000437,1080,CMP-0017,21-04-2025, Click, Yes
INT-0000438,951,CMP-0012,"Nov 05, 2025", Email Open , No 
INT-0000439,475,CMP-0014,2025-04-01,WEBSITE VISIT, No
INT-0000440,914,CMP-0025,09-02-2025, Website Visit ,yes
INT-0000441,1039,CMP-0021,07/22/2025,Impression ,No 
INT-0000442,964,CMP-0009,01-03-2025, Click,YES
INT-0000443,1190,CMP-0019,12/09/2025,demo request,YES
INT-0000444,1343,CMP-0026,2025-04-19, Trial Signup ,NO
INT-0000445,68,CMP-0003,10/17/2025, Click,no
INT-0000446,1276,CMP-0018,"Jul 03, 2025", Demo Request,No 
INT-0000447,577,CMP-0008,"Feb 11, 2025",demo request,No
INT-0000448,721,CMP-0029,02/18/2025, Trial Signup ,no
INT-0000449,912,CMP-0004,"Aug 03, 2025",TRIAL SIGNUP,No 
INT-0000450,15,CMP-0020,07/09/2025,DEMO REQUEST,no
INT-0000451,1280,CMP-0022,01-05-2025,Demo Request ,YES
INT-0000452,325,CMP-0002,2025-09-03,website visit, No
INT-0000453,971,CMP-0022,2025-05-13,EMAIL OPEN, No 
INT-0000454,1229,CMP-0022,19/07/2025,Demo Request ,no
INT-0000455,1281,CMP-0028,09/16/2025,website visit,No
INT-0000456,1007,CMP-0021,2025-11-12, Email Open ,Yes 
INT-0000457,172,CMP-0030,12-12-2025, Website Visit ,NO
INT-0000458,1236,CMP-0026,2025-08-11, Demo Request ,no
INT-0000459,3,CMP-0008,2025-05-13, Email Open ,yes
INT-0000460,407,CMP-0007,06 Sep 2025,IMPRESSION, Yes
INT-0000461,729,CMP-0003,01/30/2025, Impression,No
INT-0000462,713,CMP-0027,12/12/2025, Click ,No
INT-0000463,1438,CMP-0001,"Mar 29, 2025", Impression,No
INT-0000464,1069,CMP-0002,04/10/2025,Click , Yes
INT-0000465,1222,CMP-0010,10 Jun 2025, Impression, No
INT-0000466,1283,CMP-0030,25-01-2025,website visit, No
INT-0000467,1366,CMP-0018,21 Jan 2025,Trial Signup ,No 
INT-0000468,1192,CMP-0024,03/12/2025,Impression ,NO
INT-0000469,359,CMP-0009,22/07/2025,WEBSITE VISIT,no
INT-0000470,1493,CMP-0014,11/06/2025, Click ,no
INT-0000471,177,CMP-0006,"May 05, 2025",Website Visit ,yes
INT-0000472,1188,CMP-0026,2025-01-01, Demo Request , No
INT-0000473,1376,CMP-0020,05 Jan 2025,Demo Request ,no
INT-0000474,1332,CMP-0025,"Oct 07, 2025",Demo Request ,No 
INT-0000475,634,CMP-0002,"Jul 15, 2025", Trial Signup , No 
INT-0000476,1033,CMP-0013,12-04-2025,Trial Signup, No 
INT-0000477,1075,CMP-0003,"Feb 28, 2025",Trial Signup,No 
INT-0000478,133,CMP-0006,"Nov 26, 2025", Website Visit,yes
INT-0000479,752,CMP-0017,30/01/2025,Click,No 
INT-0000480,1457,CMP-0029,10/12/2025,Trial Signup,No
INT-0000481,1202,CMP-0005,10-03-2025,website visit, Yes 
INT-0000482,273,,12/24/2025, Email Open ,yes
INT-0000483,354,CMP-0015,"Dec 03, 2025", Demo Request,no
INT-0000484,395,CMP-0018,11/25/2025, Demo Request ,No
INT-0000485,190,CMP-0017,"Sep 24, 2025", Demo Request ,no
INT-0000486,567,CMP-0021,24 Dec 2025,TRIAL SIGNUP,no
INT-0000487,768,CMP-0025,13-05-2025,click,YES
INT-0000488,202,CMP-0029,14-02-2025,Trial Signup,no
INT-0000489,463,CMP-0030,03-09-2025,impression,no
INT-0000490,44,CMP-0009,20-01-2025,EMAIL OPEN,NO
INT-0000491,964,CMP-0021,2025-11-02,Demo Request ,Yes
INT-0000492,643,CMP-0012,"May 03, 2025",website visit, No 
INT-0000493,360,CMP-0015,"Dec 03, 2025", Click, No
INT-0000494,1420,CMP-0023,03-04-2025, Email Open ,No 
INT-0000495,731,CMP-0008,06/20/2025,Impression,No
INT-0000496,475,CMP-0001,15-03-2025, Trial Signup ,No
INT-0000497,882,CMP-0022,2025-04-29,Trial Signup , Yes
INT-0000498,430,CMP-0006,2025-09-03,Website Visit, No 
INT-0000499,1238,CMP-0003,05/09/2025, Impression ,No 
INT-0000500,1353,CMP-0010,2025-07-23,DEMO REQUEST,no
INT-0000501,1042,CMP-0011,04/09/2025, Website Visit, No
INT-0000502,646,CMP-0010,09/03/2025,Email Open,no
INT-0000503,1188,CMP-0001,18/11/2025,WEBSITE VISIT,yes
INT-0000504,309,CMP-0003,03/27/2025,website visit, No
INT-0000505,53,CMP-0016,19-11-2025,email open,NO
INT-0000506,1178,CMP-0012,2025-10-22, Trial Signup,NO
INT-0000507,463,CMP-0022,2025-09-24, Impression , No 
INT-0000508,1392,CMP-0010,"Mar 16, 2025",Email Open, Yes
INT-0000509,1075,CMP-0027,01/12/2025, Website Visit,Yes
INT-0000510,3,,2025-09-29,Click ,NO
INT-0000511,1385,CMP-0003,13 Jun 2025, Email Open,no
INT-0000512,684,CMP-0020,15/07/2025, Website Visit,No
INT-0000513,1161,CMP-0017,23 Feb 2025, Email Open , No
INT-0000514,466,CMP-0016,28/03/2025,EMAIL OPEN,No 
INT-0000515,635,CMP-0012,07 Jun 2025,Website Visit,no
INT-0000516,975,CMP-0026,21/08/2025,Click, No
INT-0000517,843,CMP-0010,25-12-2025,Demo Request, No
INT-0000518,614,CMP-0014,2025-12-28, Website Visit ,No 
INT-0000519,438,CMP-0024,24-07-2025,CLICK,NO
INT-0000520,997,CMP-0026,16 Nov 2025,WEBSITE VISIT,NO
INT-0000521,1448,CMP-0030,08/01/2025, Click , No 
INT-0000522,772,CMP-0026,12/08/2025,click,YES
INT-0000523,400,CMP-0001,27/12/2025,click,No 
INT-0000524,914,CMP-0024,18-07-2025,EMAIL OPEN, No
INT-0000525,1318,CMP-0026,16 Dec 2025,TRIAL SIGNUP,No 
INT-0000526,432,CMP-0020,2025-12-23,email open,no
INT-0000527,1166,CMP-0029,18 Aug 2025, Click,no
INT-0000528,245,CMP-0027,16 Nov 2025,trial signup, No
INT-0000529,588,CMP-0025,23-09-2025,TRIAL SIGNUP,NO
INT-0000530,1407,CMP-0018,06/21/2025,IMPRESSION,No 
INT-0000531,1498,CMP-0028,22-08-2025,demo request, No 
INT-0000532,706,CMP-0020,25/09/2025, Website Visit ,NO
INT-0000533,1115,CMP-0010,2025-05-15,CLICK, No 
INT-0000534,1210,CMP-0022,22 Mar 2025,impression,YES
INT-0000535,904,CMP-0027,24/09/2025, Impression,No
INT-0000536,1434,CMP-0009,2025-12-18, Website Visit,no
INT-0000537,721,CMP-0027,14 Feb 2025, Email Open ,No 
INT-0000538,827,CMP-0020,22-03-2025, Trial Signup,No 
INT-0000539,766,CMP-0018,"Aug 25, 2025",trial signup,No 
INT-0000540,1198,CMP-0018,22 Dec 2025, Click, No 
INT-0000541,46,CMP-0002,22/06/2025,Email Open,no
INT-0000542,41,,11/02/2025, Website Visit ,no
INT-0000543,1038,CMP-0019,06/03/2025,Click,NO
INT-0000544,1035,CMP-0010,"Jul 12, 2025",Trial Signup , No 
INT-0000545,224,CMP-0014,08/05/2025,Email Open,No 
INT-0000546,1367,CMP-0020,02-09-2025, Click, No 
INT-0000547,731,CMP-0024,03 Dec 2025,Website Visit ,No
INT-0000548,702,CMP-0025,2025-12-24, Demo Request,No
INT-0000549,850,CMP-0007,11/12/2025,EMAIL OPEN,No
INT-0000550,1204,CMP-0002,08-03-2025,Impression ,No 
INT-0000551,740,CMP-0011,25 Apr 2025, Impression,NO
INT-0000552,212,CMP-0010,"Nov 26, 2025", Email Open,yes
INT-0000553,781,CMP-0018,13 Aug 2025,Click ,No
INT-0000554,788,CMP-0002,2025-05-20, Email Open ,NO
INT-0000555,527,CMP-0001,"Nov 30, 2025",trial signup,No 
INT-0000556,198,CMP-0026,2025-03-23,Trial Signup ,Yes
INT-0000557,952,CMP-0001,04/08/2025, Email Open , No
INT-0000558,394,CMP-0015,20-04-2025, Impression,No
INT-0000559,943,CMP-0025,10 Jan 2025, Trial Signup, No 
INT-0000560,242,,18-11-2025,trial signup, No 
INT-0000561,9,CMP-0002,2025-11-21, Demo Request , No
INT-0000562,1129,CMP-0020,2025-10-09,WEBSITE VISIT,No
INT-0000563,1367,CMP-0008,06/04/2025,website visit,No
INT-0000564,841,CMP-0004,26-11-2025,TRIAL SIGNUP, Yes 
INT-0000565,977,CMP-0004,19 May 2025,impression,Yes 
INT-0000566,1402,CMP-0012,24-05-2025,Click ,No 
INT-0000567,1001,CMP-0027,2025-07-25,Click , No 
INT-0000568,288,CMP-0025,2025-01-02,WEBSITE VISIT,No
INT-0000569,555,CMP-0001,11 Jan 2025, Email Open ,NO
INT-0000570,1038,CMP-0007,05/01/2025, Trial Signup,No
INT-0000571,1134,CMP-0005,2025-07-02,EMAIL OPEN,yes
INT-0000572,873,CMP-0025,"Apr 28, 2025",WEBSITE VISIT,NO
INT-0000573,19,CMP-0011,"Dec 28, 2025",CLICK,no
INT-0000574,65,CMP-0029,11/13/2025, Website Visit, No
INT-0000575,1331,CMP-0023,23/05/2025, Website Visit , No
INT-0000576,1228,CMP-0015,12 Dec 2025,website visit,YES
INT-0000577,17,CMP-0003,08/10/2025,IMPRESSION, No
INT-0000578,474,CMP-0020,10/02/2025,trial signup,yes
INT-0000579,682,CMP-0019,05-10-2025,DEMO REQUEST, Yes 
INT-0000580,439,CMP-0024,2025-10-17, Email Open,Yes 
INT-0000581,34,CMP-9001,25-06-2025,email open,No
INT-0000582,1221,CMP-0014,09 Jun 2025,Impression ,no
INT-0000583,1448,CMP-0015,"Jul 17, 2025",Trial Signup ,NO
INT-0000584,15,CMP-0020,2025-10-29,DEMO REQUEST,No
INT-0000585,260,CMP-0001,18 Jun 2025,trial signup, Yes
INT-0000586,134,CMP-0004,"Nov 01, 2025", Email Open,No
INT-0000587,896,CMP-0020,09/03/2025, Trial Signup,NO
INT-0000588,987,CMP-0012,02/25/2025,Impression , No
INT-0000589,585,CMP-0029,18-03-2025,DEMO REQUEST, Yes 
INT-0000590,638,CMP-0020,02-09-2025,Trial Signup ,No 
INT-0000591,810,CMP-0011,"Feb 19, 2025",TRIAL SIGNUP,no
INT-0000592,1345,CMP-0002,21-03-2025,Click ,no
INT-0000593,995,CMP-0009,09-09-2025, Impression, Yes 
INT-0000594,833,CMP-0001,"Feb 06, 2025",trial signup,NO
INT-0000595,732,CMP-0004,31 Jul 2025,email open, Yes
INT-0000596,839,CMP-0030,07/15/2025,Impression ,YES
INT-0000597,1050,CMP-0025,2025-01-01,CLICK, No
INT-0000598,1496,CMP-0008,18 Jan 2025,IMPRESSION, Yes 
INT-0000599,366,CMP-0014,2025-10-28,Website Visit , No
INT-0000600,949,CMP-0003,2025-04-08,DEMO REQUEST,No 
INT-0000601,493,CMP-0026,2025-03-09,impression,Yes 
INT-0000602,552,CMP-0026,02/10/2025,click, No 
INT-0000603,89,CMP-0001,16-11-2025,Trial Signup , No 
INT-0000604,799,CMP-0025,"May 04, 2025",Click, No 
INT-0000605,440,CMP-0020,20-04-2025,EMAIL OPEN,No 
INT-0000606,413,CMP-0016,09/27/2025, Website Visit ,No
INT-0000607,905,CMP-0011,26/06/2025, Demo Request,no
INT-0000608,916,CMP-0009,"Aug 06, 2025",Click,No
INT-0000609,1262,CMP-0006,"Sep 03, 2025", Impression ,no
INT-0000610,751,CMP-0010,05/08/2025,Trial Signup,No 
INT-0000611,1497,CMP-0027,19/08/2025, Email Open, No 
INT-0000612,1143,CMP-0003,17 May 2025,Demo Request , No
INT-0000613,685,CMP-0015,"Jan 16, 2025", Website Visit,NO
INT-0000614,998,CMP-0014,14-11-2025,TRIAL SIGNUP,NO
INT-0000615,67,CMP-0019,03-02-2025,Website Visit,No
INT-0000616,1259,,02-12-2025,WEBSITE VISIT, No
INT-0000617,1177,CMP-0016,03 May 2025,Demo Request, No 
INT-0000618,701,CMP-0027,01/02/2025, Email Open,Yes 
INT-0000619,80,CMP-0018,2025-08-26,trial signup,No 
INT-0000620,976,CMP-0019,09/01/2025, Website Visit ,No 
INT-0000621,435,CMP-0024,18-03-2025,IMPRESSION,no
INT-0000622,1040,CMP-0017,15-05-2025, Impression ,no
INT-0000623,772,CMP-0007,22-11-2025,Impression, No 
INT-0000624,582,CMP-0003,2025-12-08,Email Open , No
INT-0000625,1160,CMP-0020,01/22/2025,Impression ,NO
INT-0000626,67,CMP-0012,20-02-2025,email open,No 
INT-0000627,1435,CMP-0003,2025-10-22, Impression,YES
INT-0000628,798,CMP-0012,12-09-2025,Demo Request , No
INT-0000629,1237,CMP-0005,03 Jan 2025,Impression,NO
INT-0000630,1348,CMP-0002,30/11/2025, Impression , No
INT-0000631,981,CMP-0028,2025-11-14, Email Open, No
INT-0000632,634,CMP-0029,14-07-2025,email open,no
INT-0000633,1413,CMP-0029,11/06/2025, Trial Signup ,Yes
INT-0000634,632,CMP-0003,03/11/2025,click, No
INT-0000635,247,CMP-0011,30 Sep 2025,TRIAL SIGNUP, No 
INT-0000636,1276,CMP-0029,30-05-2025,TRIAL SIGNUP,no
INT-0000637,1178,CMP-0010,08/13/2025, Email Open, No 
INT-0000638,308,CMP-0022,10 Mar 2025,WEBSITE VISIT,No 
INT-0000639,1007,CMP-0019,09/06/2025, Click , No
INT-0000640,1163,CMP-0030,29 Sep 2025, Website Visit, No 
INT-0000641,717,CMP-0018,"Feb 06, 2025",Email Open ,No
INT-0000642,1173,CMP-0010,10-02-2025, Impression,NO
INT-0000643,1017,CMP-0002,2025-04-20, Trial Signup ,No
INT-0000644,1406,CMP-0011,2025-03-12, Trial Signup,Yes 
INT-0000645,329,CMP-0020,2025-06-06, Click , Yes
INT-0000646,442,CMP-0021,09/11/2025,Website Visit,no
INT-0000647,1265,CMP-0028,10/28/2025,Website Visit ,NO
INT-0000648,483,CMP-0015,08/18/2025, Impression , No 
INT-0000649,506,CMP-0012,05/09/2025,Email Open ,Yes 
INT-0000650,1233,CMP-0030,10 Jun 2025,Trial Signup,no
INT-0000651,1273,CMP-0010,"Feb 20, 2025",Trial Signup , No 
INT-0000652,19,CMP-0004,2025-10-18,Trial Signup, No
INT-0000653,224,CMP-0018,04/03/2025,Demo Request ,No
INT-0000654,368,CMP-0012,25/12/2025, Demo Request ,no
INT-0000655,1014,CMP-0001,04 Jan 2025,Click,No 
INT-0000656,105,CMP-0026,"Aug 13, 2025",website visit, No 
INT-0000657,297,CMP-0015,22 Jan 2025, Impression , No
INT-0000658,517,CMP-0005,05/05/2025, Trial Signup , No 
INT-0000659,258,CMP-0024,"Dec 23, 2025", Impression ,no
INT-0000660,1400,CMP-0026,12/09/2025,Impression ,NO
INT-0000661,433,CMP-0021,"Oct 08, 2025", Impression , No 
INT-0000662,890,CMP-0018,"May 20, 2025",Impression,No
INT-0000663,863,CMP-0011,02/11/2025, Impression,YES
INT-0000664,497,CMP-0020,08/12/2025,Impression, No
INT-0000665,1349,CMP-0002,09/18/2025, Impression,YES
INT-0000666,1065,CMP-0010,03/29/2025,CLICK,no
INT-0000667,48,CMP-0023,2025-09-17,click, No 
INT-0000668,1372,CMP-0026,11/22/2025,Demo Request ,yes
INT-0000669,1418,CMP-0022,23-04-2025, Email Open,No 
INT-0000670,242,CMP-0027,19-09-2025,website visit, No
INT-0000671,1354,CMP-0009,12/15/2025,CLICK,NO
INT-0000672,468,CMP-0026,20 Oct 2025, Click ,No
INT-0000673,1216,CMP-0001,14 Mar 2025,DEMO REQUEST,No
INT-0000674,73,CMP-0003,2025-09-16,IMPRESSION,No 
INT-0000675,631,CMP-0026,08/09/2025, Trial Signup , No
INT-0000676,1346,CMP-0006,16/01/2025,Website Visit ,No
INT-0000677,807,CMP-0017,24/08/2025,click, No
INT-0000678,230,CMP-0022,08/24/2025, Trial Signup ,no
INT-0000679,1494,CMP-0003,"Mar 04, 2025", Email Open , No
INT-0000680,641,CMP-0017,2025-05-31, Website Visit,No
INT-0000681,842,CMP-0028,01/17/2025,Email Open,no
INT-0000682,14,CMP-0019,"Nov 02, 2025", Demo Request,no
INT-0000683,187,CMP-0022,2025-06-23,Email Open , No
INT-0000684,430,CMP-0016,04-10-2025,WEBSITE VISIT,No 
INT-0000685,264,CMP-0010,09-08-2025, Email Open ,Yes 
INT-0000686,1098,CMP-0020,06 Jul 2025,Impression ,No 
INT-0000687,758,CMP-0005,2025-03-25, Demo Request, Yes 
INT-0000688,71,CMP-0002,2025-10-12,EMAIL OPEN,yes
INT-0000689,1023,CMP-0020,"May 10, 2025",Demo Request, No
INT-0000690,73,CMP-0014,"Nov 22, 2025", Email Open , No 
INT-0000691,340,CMP-0019,14/07/2025, Impression,NO
INT-0000692,1373,CMP-0009,01/04/2025,trial signup,No 
INT-0000693,363,CMP-0013,03/08/2025,Trial Signup , No
INT-0000694,1297,CMP-0016,03-08-2025, Website Visit ,Yes 
INT-0000695,743,CMP-0021,31 Dec 2025,Impression,NO
INT-0000696,318,CMP-0020,15-06-2025,WEBSITE VISIT,NO
INT-0000697,675,CMP-0022,09-02-2025,IMPRESSION, No
INT-0000698,682,CMP-0015,01-06-2025,click,No
INT-0000699,226,CMP-0004,27/02/2025, Demo Request ,YES
INT-0000700,1315,CMP-0024,19 Mar 2025,WEBSITE VISIT,no
INT-0000701,1389,CMP-0004,"Jan 08, 2025", Website Visit ,No 
INT-0000702,910,CMP-0021,02/28/2025, Impression,YES
INT-0000703,752,CMP-0029,12/15/2025,email open, No 
INT-0000704,902,CMP-0004,09/07/2025,email open,no
INT-0000705,624,CMP-0027,20-12-2025,Trial Signup,NO
INT-0000706,1240,CMP-0002,16 Apr 2025,email open,No
INT-0000707,178,CMP-0007,"Feb 04, 2025",Click, No 
INT-0000708,49,CMP-0012,10 Jul 2025,Trial Signup,No 
INT-0000709,936,CMP-0006,20 Nov 2025,trial signup, No
INT-0000710,1345,CMP-0026,26-09-2025, Website Visit ,No 
INT-0000711,1374,CMP-0020,07 May 2025, Trial Signup ,No
INT-0000712,1013,CMP-0013,07/23/2025,Demo Request ,No 
INT-0000713,626,CMP-0020,27 Mar 2025,website visit,NO
INT-0000714,589,CMP-0012,20-04-2025,TRIAL SIGNUP,NO
INT-0000715,1078,CMP-0010,02/14/2025, Website Visit,NO
INT-0000716,1406,CMP-0017,10-09-2025,Demo Request ,no
INT-0000717,979,CMP-0009,26/04/2025,website visit,No 
INT-0000718,1060,CMP-0019,18-08-2025,EMAIL OPEN,Yes
INT-0000719,271,CMP-0025,2025-10-19,click,no
INT-0000720,316,CMP-0030,2025-05-18, Trial Signup ,NO
INT-0000721,1476,CMP-0025,"Oct 31, 2025",email open, No
INT-0000722,644,CMP-0016,"Jan 30, 2025", Trial Signup ,No 
INT-0000723,341,CMP-0027,24 Aug 2025, Email Open,NO
INT-0000724,1374,CMP-0020,05/30/2025, Impression ,No 
INT-0000725,914,CMP-0016,11/03/2025,website visit,NO
INT-0000726,978,CMP-0006,31/05/2025,email open,NO
INT-0000727,825,CMP-0011,04/26/2025,TRIAL SIGNUP, No
INT-0000728,605,CMP-0027,04/05/2025,Click ,NO
INT-0000729,354,CMP-0013,"Mar 11, 2025", Website Visit,No
INT-0000730,1392,CMP-0027,14-10-2025, Impression, No
INT-0000731,785,CMP-0029,27/08/2025, Click ,no
INT-0000732,19,CMP-0028,27/06/2025,Click,NO
INT-0000733,1118,CMP-0008,08-12-2025, Trial Signup,No 
INT-0000734,1448,CMP-0011,26 Jul 2025,WEBSITE VISIT, No 
INT-0000735,1130,CMP-0017,05-10-2025,WEBSITE VISIT,no
INT-0000736,1189,CMP-0019,13/03/2025,Email Open, No 
INT-0000737,546,CMP-0014,"Jan 24, 2025", Click,NO
INT-0000738,1253,CMP-0025,"Jun 20, 2025",demo request, No
INT-0000739,598,CMP-0014,05/09/2025,Email Open,No
INT-0000740,423,,11-08-2025,demo request,Yes 
INT-0000741,147,CMP-0011,15/04/2025,email open,No 
INT-0000742,331,CMP-0019,14 Nov 2025,Impression , No
INT-0000743,357,CMP-0018,02/08/2025,Website Visit,YES
INT-0000744,612,CMP-0024,27/08/2025,email open, No
INT-0000745,795,CMP-0027,30/01/2025, Email Open , Yes
INT-0000746,921,CMP-0030,25 Feb 2025, Impression ,No 
INT-0000747,1390,CMP-0024,27/10/2025,Trial Signup ,Yes
INT-0000748,731,CMP-0015,12/20/2025,email open,NO
INT-0000749,140,CMP-0003,"Apr 19, 2025",TRIAL SIGNUP,no
INT-0000750,1201,CMP-0005,08 Nov 2025, Demo Request, No
INT-0000751,700011,CMP-0010,08 Jun 2025,IMPRESSION,No
INT-0000752,273,CMP-0020,17 Nov 2025,WEBSITE VISIT,no
INT-0000753,609,CMP-0025,17/08/2025,EMAIL OPEN,No
INT-0000754,499,CMP-0026,18-05-2025,DEMO REQUEST, No 
INT-0000755,1336,CMP-0019,27 Jun 2025,Demo Request ,No
INT-0000756,1251,CMP-0015,04 Mar 2025, Trial Signup ,No
INT-0000757,9,,2025-06-01,Trial Signup ,No 
INT-0000758,424,CMP-0030,18 Feb 2025,Click , No
INT-0000759,214,CMP-0014,02/11/2025,Click,NO
INT-0000760,723,CMP-0001,10/12/2025, Click,no
INT-0000761,1126,CMP-0014,11 Feb 2025,EMAIL OPEN,Yes
INT-0000762,1168,CMP-0029,30 Nov 2025,Demo Request,no
INT-0000763,788,CMP-0029,25-06-2025, Click,No 
INT-0000764,288,CMP-0001,15/07/2025,WEBSITE VISIT, No
INT-0000765,763,CMP-0024,07/02/2025,Trial Signup,NO
INT-0000766,970,CMP-0025,12 Jun 2025,website visit,Yes 
INT-0000767,208,CMP-0019,06 Dec 2025, Website Visit , No
INT-0000768,137,CMP-9010,30-12-2025,Email Open,NO
INT-0000769,1255,CMP-0006,17/04/2025, Email Open, No
INT-0000770,1262,CMP-0005,2025-06-12, Trial Signup,No
INT-0000771,754,CMP-0029,05-02-2025,demo request, No
INT-0000772,82,CMP-0009,15/09/2025,TRIAL SIGNUP,No 
INT-0000773,975,CMP-0001,05-02-2025,Demo Request ,No
INT-0000774,1451,CMP-0026,2025-07-21,Email Open ,No 
INT-0000775,675,CMP-0012,2025-08-15, Email Open,no
INT-0000776,867,CMP-0010,02 Aug 2025, Click,No
INT-0000777,1496,CMP-0014,20-06-2025,Demo Request , No 
INT-0000778,876,CMP-0009,21/06/2025,IMPRESSION,No 
INT-0000779,1011,CMP-0007,05/09/2025,IMPRESSION,Yes
INT-0000780,62,CMP-0014,06-07-2025,email open,YES
INT-0000781,1247,CMP-0017,02/09/2025, Trial Signup ,no
INT-0000782,291,CMP-0011,"Nov 09, 2025",Click ,No
INT-0000783,159,CMP-0018,14-08-2025,Email Open,NO
INT-0000784,1404,CMP-0009,05/28/2025, Impression ,NO
INT-0000785,1171,CMP-0017,07/13/2025, Website Visit , No
INT-0000786,1412,CMP-0008,15-05-2025,Impression, No 
INT-0000787,349,CMP-0028,"Sep 03, 2025",Website Visit,no
INT-0000788,449,CMP-0001,09/06/2025,Demo Request , No 
INT-0000789,148,CMP-0013,"Jul 28, 2025", Email Open , No
INT-0000790,966,CMP-0029,27-10-2025,impression,NO
INT-0000791,396,CMP-0001,"Dec 27, 2025", Impression,NO
INT-0000792,1085,CMP-0021,"Jun 14, 2025", Email Open, Yes 
INT-0000793,255,CMP-0024,"Mar 20, 2025",Demo Request , No 
INT-0000794,832,CMP-0019,24/10/2025, Trial Signup ,No
INT-0000795,133,CMP-0024,28 Nov 2025,impression, Yes
INT-0000796,656,CMP-0018,16 Sep 2025, Email Open ,No 
INT-0000797,922,CMP-0019,25-05-2025,email open,No
INT-0000798,233,CMP-0013,01-03-2025,Website Visit ,no
INT-0000799,411,CMP-0020,"Feb 06, 2025",Website Visit , No 
INT-0000800,855,CMP-0001,"Jun 11, 2025",Website Visit, Yes 
INT-0000801,211,CMP-0010,04 Jun 2025,WEBSITE VISIT,No
INT-0000802,144,CMP-0018,15 Mar 2025,Trial Signup, No
INT-0000803,604,CMP-0022,31-12-2025,Website Visit ,YES
INT-0000804,710,CMP-0006,11/03/2025, Website Visit ,no
INT-0000805,802,CMP-0019,"Jun 21, 2025",Click , Yes 
INT-0000806,738,CMP-0006,2025-08-18, Email Open, No
INT-0000807,322,CMP-0023,03-03-2025,Click, No 
INT-0000808,574,CMP-0030,29-07-2025,Trial Signup ,No
INT-0000809,1450,CMP-0018,2025-05-02, Email Open,no
INT-0000810,1023,CMP-0017,"Dec 14, 2025",Website Visit,NO
INT-0000811,85,CMP-0013,2025-07-27, Website Visit, No 
INT-0000812,84,CMP-0018,20/11/2025,demo request,No
INT-0000813,351,CMP-0007,2025-12-19, Impression , No 
INT-0000814,1006,CMP-0009,11/11/2025,Trial Signup ,NO
INT-0000815,982,CMP-0017,31/10/2025,WEBSITE VISIT,No 
INT-0000816,1404,CMP-0026,04/21/2025,IMPRESSION, No 
INT-0000817,194,CMP-0002,"Aug 16, 2025", Impression,No 
INT-0000818,888,CMP-0019,02/12/2025, Website Visit ,Yes 
INT-0000819,1480,CMP-0004,01/05/2025,Email Open,No
INT-0000820,366,CMP-0017,08 Jul 2025, Website Visit, No
INT-0000821,559,CMP-0009,18 Jan 2025,demo request, Yes
INT-0000822,21,CMP-0012,2025-03-27,click,NO
INT-0000823,1,CMP-0018,04-07-2025,Demo Request , No 
INT-0000824,1492,CMP-0007,2025-09-12,Website Visit ,Yes
INT-0000825,689,CMP-0012,"Jan 10, 2025", Impression ,NO
INT-0000826,1350,CMP-0013,2025-07-06,Click ,No
INT-0000827,96,CMP-0030,12/03/2025,impression,No 
INT-0000828,1146,CMP-0007,06 Oct 2025,Demo Request ,No 
INT-0000829,279,CMP-0021,04/08/2025, Trial Signup,No
INT-0000830,518,CMP-0004,"Jun 28, 2025",TRIAL SIGNUP,no
INT-0000831,951,CMP-0002,2025-05-30,Demo Request, No
INT-0000832,1437,,24-07-2025,website visit,No
INT-0000833,553,CMP-0005,05/10/2025,Click,Yes 
INT-0000834,543,CMP-0017,"Jan 15, 2025", Trial Signup, No
INT-0000835,1248,CMP-0011,"Jun 10, 2025",Email Open , No 
INT-0000836,866,CMP-0016,10/01/2025,impression, No
INT-0000837,550,CMP-0018,06-06-2025,Demo Request ,No 
INT-0000838,129,CMP-0021,2025-02-13, Email Open,NO
INT-0000839,468,CMP-0014,10 Mar 2025,Click ,Yes
INT-0000840,1498,CMP-0016,15/04/2025,DEMO REQUEST, No
INT-0000841,1061,CMP-0021,2025-04-09, Website Visit,No 
INT-0000842,1431,CMP-0017,08/18/2025,CLICK,No
INT-0000843,1188,CMP-0026,29 Dec 2025,demo request, No 
INT-0000844,1142,CMP-0004,"Feb 26, 2025", Demo Request ,No 
INT-0000845,138,CMP-0026,11 May 2025,Demo Request ,No
INT-0000846,374,,29 Mar 2025,Click ,no
INT-0000847,1014,CMP-0017,03 Apr 2025, Trial Signup,no
INT-0000848,1379,CMP-0002,04/26/2025,Impression,No 
INT-0000849,999,CMP-0022,2025-06-15,EMAIL OPEN, No 
